사원ID,부서,성과등급,근속연수,교육참가횟수,평균만족도
hdq6vpp0xy,YC,A,11.0,9,3.7
1qsyqphu30,YC,C,,11,2.1
v6rp829xbj,YC,S,5.0,3,2.6
7crnryflxf,YF,B,6.0,4,0.6
9mxk4s2q33,XY,B,6.0,9,5.0
vwld80tcsi,XX,B,13.0,14,1.5
9d3t45ybv2,YC,S,4.0,3,3.2
80630kzlz1,YG,B,9.0,12,2.9
10gq2o6dr2,YE,C,3.0,2,3.9
4e3g1xf4zl,XZ,S,19.0,13,1.5
ns6byp66m1,YG,A,10.0,15,3.8
847nfuskyv,XX,C,14.0,15,1.9
xfjyey58yz,YF,A,8.0,7,2.1
ebm7k0fn9h,XX,B,11.0,6,3.4
3sp4205vxe,XZ,C,10.0,7,3.9
1k6l6rt8n7,YE,S,16.0,8,3.3
tfq1nkxib7,XZ,C,6.0,7,4.5
hh4lxqhbg0,YA,A,13.0,6,1.4
typ13l0p1n,YE,S,2.0,3,4.5
rxtczsqe6k,XX,C,13.0,6,0.7
y8ld79y2u5,YC,C,7.0,8,3.3
p3yji1hjah,XX,C,20.0,20,2.7
y1hlc0gxb1,XX,C,20.0,16,2.5
gzf1ew9nwa,YE,S,17.0,9,1.6
lxd5rkh738,YA,A,20.0,24,2.5
wdmyo9zmti,XX,C,4.0,5,0.8
hxndfktfrd,YG,S,11.0,13,1.8
0gchc72h5i,YD,A,19.0,23,0.5
shls2ux69w,YB,C,14.0,16,2.9
h5sr5irji3,YB,A,,16,0.5
ua5di0dqiv,XX,A,4.0,6,0.8
e0uobpgtrv,YG,S,4.0,3,0.4
bmldkw5zlf,YC,A,13.0,8,1.9
xaxnw3356u,YF,S,8.0,6,4.2
y177cbe39p,YF,C,9.0,7,4.5
z6vsjrj385,YE,A,10.0,13,0.4
zfnhel9yfc,YB,A,15.0,15,3.2
u4pmqv9e12,XX,B,6.0,7,3.4
1s76qw8gjg,YF,C,20.0,15,2.7
ug621i8emr,XX,C,17.0,15,3.3
9k7vyouxut,YE,B,13.0,16,1.2
w4exeml2k0,YB,B,5.0,5,2.4
crmwjlayky,XZ,S,9.0,13,2.0
qoqot53k8f,YD,S,8.0,10,0.4
5nx6nqzt4w,YD,A,16.0,11,
hiqrqsyhji,YF,A,7.0,10,2.5
msn5wiozfn,YD,A,6.0,6,1.4
uehqdyrz1y,XZ,A,15.0,12,2.4
kjfaxd3hue,XX,S,14.0,20,3.9
o862pzydbv,YE,C,11.0,13,4.0
l44jt58bfl,XZ,A,19.0,13,3.2
ttr9p85sfm,YE,C,5.0,6,2.3
85fkzggvu4,YE,A,9.0,11,2.9
v3jel6xl3i,YB,B,12.0,11,1.9
7ltmjw3dak,XX,A,18.0,25,0.6
bbo4nw6sp5,YG,A,19.0,25,1.9
a58isl62tf,YD,A,12.0,14,2.7
6pr4z27cb1,YG,S,17.0,20,3.0
th4yrv8hru,YB,B,13.0,6,4.7
1hihk9bp5m,YE,A,14.0,20,3.9
3pzkwv7jgx,YF,A,17.0,9,0.8
g7iu18g250,YD,C,2.0,2,0.9
jaev9p5ewc,YD,B,17.0,10,0.5
761xvn4upe,XX,A,16.0,9,3.7
txsrai1i6x,YA,C,7.0,6,3.5
3ka51054ld,XY,C,13.0,7,4.9
kdpxgf2bct,XY,S,9.0,9,2.6
38fpsz4ipm,XY,C,8.0,10,4.1
23b3xvtzwj,YA,A,3.0,4,
qt95irglol,XX,S,13.0,6,4.4
e0trnfnpaf,YA,S,15.0,12,3.6
96t6i7rg22,XY,A,17.0,14,3.2
czlxu6e3jb,YB,B,12.0,9,2.8
g8cmsuqmth,XZ,C,10.0,10,3.6
gwd2ngt8mf,YE,S,11.0,13,2.1
k7gp27ya1x,YA,B,18.0,12,0.5
ix6d20f3ms,XX,A,13.0,15,0.2
nx0nm5af8w,XX,C,7.0,6,2.4
fq2jvceio3,YG,C,20.0,14,3.0
ll1wp5qfqb,XZ,S,12.0,8,0.4
amd85feta3,YF,C,,14,1.4
69bk5recz4,YD,C,7.0,4,1.6
ilz4iio00q,XY,C,17.0,22,2.8
rgiedihn9d,YF,C,17.0,8,
65uwbap4h9,YG,A,7.0,7,0.5
1rprjwdzc2,XY,B,6.0,7,
tszvcj2sgq,XZ,A,5.0,7,0.9
usihyw96w9,YG,A,3.0,2,4.2
a33n7knpxd,XY,S,7.0,8,1.4
2kmsuixm9e,XZ,C,10.0,8,3.6
k1h7vnr6l0,YC,A,18.0,23,2.8
bkxudl79br,YF,C,15.0,7,4.9
jlvgc7xx48,YF,A,8.0,6,1.4
fqworzalmt,YD,A,20.0,22,0.8
0cc65vf21y,XZ,S,2.0,3,0.3
l1lcmjbccg,YA,B,16.0,17,1.2
8m4vgysngg,YC,B,19.0,25,3.4
1d5cyl4a1b,YB,A,4.0,6,0.4
4kk41ecn8o,XY,S,19.0,26,1.2
f5vridwwgj,YC,C,3.0,1,
x0peuw9lxf,XZ,C,11.0,8,2.9
im15dgm0xn,YE,A,12.0,11,0.3
r3n52uz73y,XY,B,4.0,2,0.2
qv0hrkp9o8,XX,S,8.0,8,0.3
k5jsgf084d,YF,B,9.0,11,4.7
uoazojfgvx,XZ,C,20.0,17,4.2
ap7sn53aea,XX,B,19.0,19,4.2
yurlkoarx0,YD,C,14.0,15,4.6
gyj3twb32e,YG,S,14.0,9,2.5
ymaruzqoo5,YB,S,20.0,28,1.2
c6lp2pbb0x,YB,A,13.0,14,2.0
ew5rix0eq3,XX,A,18.0,25,3.6
zc3mmav1e8,YF,B,13.0,12,4.4
qulvf3z9tc,YD,S,14.0,16,2.2
jxff6y3ob6,YE,S,13.0,11,2.7
j06d8hlgi9,YF,A,,12,
ygfmwt8fre,YC,C,15.0,20,0.5
g7ddu723q0,YB,B,8.0,8,4.3
rrkx7snyih,YC,B,14.0,9,0.8
5dn69t8904,XY,A,7.0,10,2.4
c705jwo7ty,YA,S,20.0,14,
z2w709c15b,XZ,A,20.0,15,3.0
hub9sm7a3m,YD,A,5.0,3,2.8
cboas89429,YF,A,20.0,28,1.9
orev28o0t4,YB,A,10.0,10,4.3
j1f9lo05x9,YC,C,17.0,13,
eijj41d4vd,YG,C,5.0,3,3.6
bn9g3gcafk,XY,S,7.0,4,0.8
oukzhxerz8,XZ,A,9.0,11,4.4
xac3lhezn5,XZ,C,,12,0.8
tnpr62v633,YF,S,6.0,5,1.1
lgxq23nepc,YD,A,11.0,15,0.6
fycmv0cdsg,YE,B,14.0,14,2.2
5js8alnub9,YG,C,15.0,20,
ueir75mefu,YF,S,8.0,11,1.3
vemg98tmj7,YC,B,7.0,9,1.9
jz4b4dw81b,YA,A,8.0,6,4.2
dk3zfqjv59,XX,A,6.0,7,3.1
deyw25r6qc,YE,A,19.0,13,3.8
cqrpjaejqu,YD,C,13.0,11,1.1
9h8r7u3blx,XY,S,7.0,4,3.6
vols57bfk7,YE,B,2.0,1,1.1
3ct793rqe4,YB,S,5.0,7,4.9
ry96b8jcnq,YD,C,20.0,26,
sd0twzm1br,YA,S,13.0,15,3.5
r7umviply5,YB,C,16.0,9,0.6
q824bfsolt,YE,A,4.0,4,1.3
jofezdwodz,XX,B,9.0,7,0.7
m6h8n1skqq,XX,A,12.0,16,2.0
kva1lfr4su,YA,S,17.0,16,1.4
xg3ogmtgj9,XZ,A,10.0,10,3.7
ezalnf8qxn,YG,B,4.0,3,0.5
limza3pthm,XY,A,6.0,4,3.8
u8v5glzjrr,XZ,B,,21,0.2
05dtogegu7,XX,B,16.0,12,1.0
1a0u8i6i9w,XX,A,7.0,10,4.0
rmnxgicaod,YC,C,5.0,5,3.7
uiubzthkfb,YB,S,9.0,4,2.4
ss6jpcwzli,YE,C,20.0,13,0.2
8kpphz9c87,XY,C,6.0,4,3.0
j9vqwuzd2r,YA,A,14.0,7,
xya0d6lwrp,YE,S,17.0,18,1.6
jd79164har,YC,S,2.0,3,3.2
jbux3im1bk,XX,C,14.0,15,2.2
hjmva4jh9q,YA,A,,7,0.5
tldtmc6cy2,XX,S,9.0,10,4.6
izehr7kmde,XY,C,9.0,6,3.9
jb0vpae7vf,YB,S,15.0,20,0.3
4an5jf337m,YE,A,14.0,8,2.6
qxky3fr9zb,YE,A,4.0,6,
cu17lny6ex,XZ,A,5.0,5,4.2
aey53ofien,YA,S,16.0,14,3.1
40ck13thht,YG,B,16.0,16,0.9
1k31kmq275,YC,S,14.0,18,0.1
esny8dtywr,YG,B,10.0,7,0.2
yltlnmfye8,XZ,A,11.0,11,2.5
4osezw3qt5,XY,C,13.0,11,3.7
e37ulme6dd,YC,B,15.0,16,0.6
tx2utm3uff,YB,A,2.0,3,1.1
3uax3jz9d7,YG,A,15.0,13,
ypfwpk7l67,YB,B,15.0,16,1.1
bmd9rfetc8,YG,C,9.0,8,2.0
waw9fub6oh,YB,A,17.0,14,2.8
2l3pbj13wc,YG,B,15.0,18,3.4
g2aa94jm7e,YB,C,2.0,2,4.8
wyyr5eqevo,XZ,C,17.0,24,
1k9sx0udtg,YD,A,19.0,24,2.9
5zi5jc95il,YC,S,8.0,8,3.7
emnqovzbmh,YA,S,16.0,11,4.8
hqqnmpzgzx,XY,A,18.0,9,0.4
uslm7d2fep,YF,C,20.0,13,
j8sufxx6rk,XX,A,14.0,10,0.1
gdjz8qsi3u,YA,B,10.0,13,2.8
hwtpq5udka,XX,S,16.0,15,3.8
70r5j6owkt,YC,B,4.0,3,1.8
84mq1nrhzw,YA,A,2.0,1,2.7
9lopn2huot,YB,A,17.0,13,2.6
9f6rn5lnph,YB,C,9.0,10,0.5
kkzr45oigw,YF,C,14.0,17,1.6
n9qaeo6mpd,XX,C,9.0,7,0.1
kpnnxpdlz2,XY,B,18.0,22,0.6
6mylw2fdbc,YC,C,15.0,11,4.1
z3e47al5ky,YB,A,8.0,9,4.1
2vs9l717ze,YD,C,16.0,16,4.0
p28kphsh1b,XZ,S,17.0,9,3.6
tq3ufwxmqj,XZ,C,20.0,10,4.0
vm2hsl6hm5,YG,B,7.0,6,3.4
wql514862k,XY,S,2.0,1,3.3
926t1ky32r,XZ,S,13.0,14,3.3
vsridtyuh4,YG,S,19.0,12,2.6
n0vfnbaqis,XX,B,17.0,23,1.8
bmomg9tudt,YB,A,13.0,7,3.7
xdnos11tlb,YB,C,14.0,11,1.5
o3ezfqbjti,YD,S,9.0,11,2.7
rhtykdc1y8,YA,S,2.0,2,
srxfz0pj38,XZ,S,8.0,4,1.4
qiuu3xp9ij,XX,A,16.0,22,4.9
69o6b9tk0l,YE,A,14.0,14,1.3
c3lzhuhllv,XZ,B,14.0,10,1.5
h666tfzyib,XY,A,10.0,6,0.8
xfzkmhpvn0,YA,C,16.0,24,4.1
nruuovfiyd,XZ,B,5.0,3,2.9
gkkpbhbed5,XX,B,14.0,19,3.1
hh7hgkadxq,XZ,C,13.0,9,4.1
rxk54nfumw,XY,C,6.0,6,1.7
z3e1uug0mn,YE,C,8.0,4,1.0
jtrtdddxbc,YC,B,9.0,5,
8poo6ro6pp,YF,B,6.0,3,3.7
0yff6wemxv,YE,B,10.0,10,3.1
wxhgvnev69,YG,C,15.0,22,1.0
34q6upm9xi,XZ,C,13.0,18,
s7193xnry9,YB,S,5.0,4,0.6
8tit8388e4,YD,A,,4,3.1
aag7bsa182,YB,S,18.0,20,0.0
o6lszbq559,YE,C,9.0,11,0.1
4zq6lomyis,YB,B,2.0,2,1.9
wk6pk8c1hd,XX,C,3.0,4,3.5
gku7nota4r,YB,A,5.0,7,3.5
ybsdqt3tyz,YA,S,2.0,2,2.2
e63e0l4cni,YC,S,8.0,10,3.5
ignb9rnqk7,XZ,B,2.0,2,2.6
u8dtvkvfct,YB,S,10.0,6,4.9
hvcqrjjh47,XY,S,4.0,5,0.8
3c80tbvccd,YC,C,13.0,6,3.0
sd1qptkpqs,YC,S,20.0,21,2.5
eb6unhlhn5,YB,S,16.0,24,1.0
eqal1rbilo,YC,S,17.0,25,3.7
rr20kndtyb,YD,B,,15,1.4
1c4bhxk53u,YB,B,7.0,4,1.9
ba33xbebzl,XX,C,18.0,9,1.9
ci50rhxhi4,YE,S,,19,1.2
zi8igp4hcn,YA,B,20.0,11,2.2
hi7tso4f0p,YF,B,19.0,24,2.4
brl2skrlif,YG,C,12.0,11,3.7
q12qun83mj,YC,A,8.0,6,3.8
2mkllqtvgo,XX,S,11.0,8,0.8
x5zkdu79bs,XZ,B,8.0,4,3.0
ocu5ny0igf,XZ,C,6.0,7,4.5
dgsl31immu,YG,C,13.0,9,0.5
deiz1muj4m,YA,C,17.0,15,2.4
8jqj1yof3f,YC,B,19.0,27,3.8
46irzlfbfb,YD,S,4.0,3,3.1
olanz0nnc7,YG,A,16.0,8,0.5
18g6bv98el,YA,S,6.0,8,2.0
sq2ea2bx8d,YC,C,14.0,19,2.5
2ujor0wirj,XX,C,20.0,14,5.0
uduj5g6xhc,YE,A,13.0,19,0.9
qma94o0yo3,YD,S,6.0,9,4.9
5n1geo8i3n,YF,C,7.0,3,1.9
zovm8q3cvo,XZ,C,8.0,8,1.0
tzuvglycp6,XY,S,11.0,13,2.1
br609apdq2,XX,C,17.0,12,3.1
3q25hn0ifq,XZ,S,9.0,5,1.1
ef7fu4x4c5,YB,C,10.0,6,1.5
w9vb0kcozm,XY,S,5.0,3,4.3
jy6x2rvcfd,XZ,A,9.0,12,5.0
xtqe22vvi2,YA,C,8.0,8,1.6
x73tthk4aw,YD,A,16.0,17,0.7
4s0wzue09u,XZ,C,4.0,5,4.0
gd0olr8k8c,YF,C,18.0,10,3.0
b5x0iv53bp,YE,B,12.0,9,0.5
tmvi22byqk,YA,S,10.0,15,4.7
ew1v35qwwx,XX,A,6.0,6,0.4
0zlnn9ji34,XX,A,,15,3.1
yql32the9r,XX,A,16.0,16,2.1
bx0iq4tx8t,XX,S,15.0,16,
v51fjf581u,YE,B,5.0,4,
f1mbfuke4m,XZ,A,3.0,2,3.4
xfm4epg6oe,YC,S,13.0,15,4.8
2ks5n3g657,XZ,C,2.0,3,2.3
dw0v7v1f6v,YB,A,,8,2.6
aw1f35q6bh,YD,A,7.0,7,1.2
r0zzvrkh7s,XY,B,12.0,11,4.5
40o1e3r65i,YC,A,9.0,4,4.9
zb780vflnx,YC,A,8.0,8,3.9
7187gvz60z,XZ,C,5.0,5,
7nccvavrco,YC,S,7.0,8,4.8
uyex2p4cb3,YG,S,17.0,11,0.8
rgoaji7ege,YG,B,16.0,21,2.4
5w66aqd449,YB,C,15.0,10,2.7
oqyblxv3vi,XY,S,13.0,11,2.5
ihml6v7162,YF,C,13.0,18,4.0
nfi7tfnluq,YE,S,17.0,15,3.4
r26hhkacqo,XZ,C,16.0,18,0.6
3jm8qmbps1,YE,B,14.0,21,1.7
x95mjdxp9b,YF,A,12.0,8,1.7
ktok2xg1us,XZ,B,18.0,16,2.8
2zkpz57knn,XZ,S,16.0,20,1.5
rzw1l9jhxh,XY,B,15.0,8,0.6
6ofh1dcr2m,YE,A,11.0,10,
fpwc2cew23,YG,B,13.0,13,4.3
unbp330rjg,XX,S,17.0,24,4.7
uxvu73tfaa,YE,S,16.0,13,4.9
ibgpmd8bsh,YD,B,11.0,13,
buh0tflyck,YD,A,5.0,6,0.7
o4e4fba9bx,XZ,B,10.0,14,4.3
c3ftlwl6y3,XX,A,10.0,14,2.0
g6gakqyxrn,YA,C,12.0,7,3.6
1x73om9fie,YF,A,12.0,16,2.7
zb0ncyk9r4,YB,C,8.0,4,4.1
g3wotpuhw8,XX,B,11.0,6,2.1
fu1h74r5m8,YB,A,5.0,6,0.3
l6b3nutid8,YE,C,6.0,8,2.8
62nen6x50y,YE,C,6.0,3,0.9
j7tz6vvxe8,YB,C,,12,4.8
dlenyhaab8,YF,S,10.0,15,2.6
a2y7b8te0y,XX,B,17.0,11,2.8
0sntu4kffb,YA,C,,13,4.5
189qvi4ur8,XZ,A,,7,3.1
k3ox56pnmi,XY,C,3.0,1,1.5
q82lb7c84x,YE,S,15.0,7,1.5
rh5q0djdt2,YD,B,4.0,5,2.5
p2idygz4ia,YF,S,19.0,26,4.3
msgzhk0h5a,XY,S,7.0,8,
bwcef19bba,YA,S,12.0,9,4.8
bk8d6nrjvx,YC,A,19.0,17,0.4
ki5owxeif3,XZ,B,13.0,19,1.3
oti9qauspc,YE,B,6.0,5,
0kntfuxj6i,XZ,A,10.0,5,3.8
3qjzwa6x36,XY,B,19.0,19,0.7
rlplfg0ub9,XZ,S,20.0,10,0.5
s3lzdkw604,YC,B,4.0,5,2.8
ao3fc9ivv9,XY,A,10.0,13,2.1
piurk978ij,YE,S,5.0,2,3.6
c6vb3ibdgz,XX,A,18.0,13,
2xgk3ipk0m,YD,C,18.0,23,2.1
7njq5789q7,XY,S,3.0,2,2.1
gc9kaqsnk0,YG,S,10.0,13,4.4
w0nt4ymkpp,YC,B,10.0,12,2.0
tzv13igmzr,XY,S,6.0,7,
7i33cos6iz,XY,A,16.0,17,1.7
ab2krnu9mu,YG,B,16.0,17,1.0
9d21qvrvqs,YE,C,4.0,5,4.3
hiug0qibrr,XY,A,20.0,14,0.7
c5gtzg9gpk,YD,C,4.0,5,4.5
z5usddus7a,XZ,C,7.0,9,1.4
l8c3a1n8wq,YE,C,,5,4.5
at2jae0fbc,YD,S,14.0,16,4.0
pwhkn8q9c7,YE,A,14.0,16,2.9
ys407myy0x,YD,A,12.0,15,
s8ybmptyte,YC,S,6.0,3,1.6
bmc3t7d6c8,YD,B,2.0,1,2.9
levciha7sg,YB,C,10.0,12,1.5
bfplzw7wam,YD,A,18.0,21,2.0
7x994oqodv,XX,S,2.0,3,3.8
v39aqd9tx2,XX,C,4.0,5,1.2
38xfkv6dux,YF,B,16.0,13,4.2
mvlgph62f8,YB,B,11.0,8,1.9
on98neokme,YB,C,9.0,6,2.7
h79y5grwzt,XZ,B,13.0,16,4.7
xrdbnywe6d,YB,A,16.0,13,3.4
xo9o5jg3bm,XZ,A,10.0,5,3.2
33jiubyq2k,YF,A,11.0,6,3.6
mabw26lnxj,YF,B,10.0,11,4.6
vvgxwl0oxg,YC,A,16.0,22,1.2
yz8xs5ip5o,XX,S,2.0,1,3.1
7kmag4tidv,YD,A,3.0,3,2.0
omse039wgc,YD,A,20.0,20,0.1
as591nywyj,YG,B,15.0,16,0.6
degn6lby0k,YG,A,9.0,4,1.6
qa6gl20yvj,YA,C,7.0,4,2.8
ih23b009db,YE,S,13.0,9,4.4
essd0fpjfe,YC,B,16.0,17,4.0
bxhbg96eaz,YA,S,15.0,10,2.8
bflv61tmth,YA,C,2.0,2,0.4
m69c82dmz9,XY,B,12.0,8,1.4
36wpdnvl2l,XY,B,4.0,4,1.8
nw7ov48j1t,YA,A,20.0,14,3.1
w1vys4g8pk,YB,S,19.0,11,0.3
7u5k5ptfl7,YE,C,3.0,4,2.7
7ettojx77y,YC,C,8.0,8,4.5
the9bg6ri1,YA,B,9.0,10,3.5
82uejhl9fg,YD,A,20.0,20,
9zkqhltgq4,YE,B,16.0,15,3.4
644ltmt85v,XY,B,11.0,9,1.0
2tddtvsx5b,YD,B,2.0,3,0.6
59emg3yx2t,XY,B,7.0,5,4.1
f9ifi0nd3a,XY,C,14.0,21,
8h8ly1yfjw,YE,C,15.0,20,2.9
jg9vd78jb4,XY,B,4.0,5,0.9
qnqmm6nhy1,YF,B,12.0,12,3.0
wql3nz72gy,XX,A,4.0,3,0.2
rlazybeune,YF,B,20.0,15,0.6
1dzur1rwv3,XX,C,11.0,14,1.6
59ypq1risa,YG,S,16.0,11,2.2
uoehtu5ja7,YG,C,12.0,12,0.6
baok6x8cyj,XY,A,16.0,10,0.6
m3jaym5hta,YC,C,14.0,7,
knpcvqa90v,YC,S,6.0,8,2.8
85klb7nr1k,XX,B,5.0,4,2.7
j8sl2ms4ki,YD,S,14.0,17,2.3
m2q9lkomw3,YE,B,10.0,14,4.9
q0z29m23eh,XY,B,18.0,14,
5v87hrkiad,YE,C,3.0,2,0.9
njth7i6t7e,YF,C,6.0,6,3.2
7wisq488hu,YC,C,17.0,13,0.7
cuwek8kaxf,YB,A,8.0,7,2.9
yy3j9rq8fx,YF,C,2.0,1,2.8
spgacvg3g2,YF,A,13.0,9,4.9
i5ho1h5l3e,XX,C,12.0,15,4.4
i7yso6jzgc,XZ,B,13.0,15,4.7
yzu4xp1bek,YF,A,20.0,25,0.6
zhor41bygm,XY,S,13.0,16,4.3
3pmb2i2xdw,YA,A,13.0,7,0.6
jiux6uevnx,YA,A,15.0,20,3.2
d29k85yvda,XY,S,3.0,4,3.6
9cg07vk8p8,XZ,A,3.0,3,0.8
di9ayp1b2o,XZ,B,,5,3.2
w9f448ychd,XX,C,17.0,15,
omuvmecpqe,YC,S,11.0,11,1.5
494kq5eg11,YE,C,14.0,16,4.6
qm6pxphilm,XZ,B,3.0,1,0.9
djd8ym14fs,YB,S,4.0,2,0.3
8ux26sc4uf,XX,C,20.0,26,2.2
zrujko56p0,YG,C,7.0,4,4.3
m1510kdnhc,YD,B,20.0,12,0.4
euec0wn6q2,YG,C,,30,1.8
meqsqj0z9q,XX,B,9.0,12,4.5
9y0b92xc6m,YF,A,15.0,14,0.6
aobcbplb70,YE,B,11.0,14,1.6
egm8le7834,YD,A,4.0,3,3.9
9a0f8zjqph,YG,S,7.0,9,2.7
rqrj215cf0,YD,C,16.0,18,4.2
vpd43234by,YB,B,19.0,14,0.6
s3w5hfl9r4,YB,B,15.0,10,4.6
so9y1g8mqx,YB,C,20.0,30,4.7
gj6leeb4nr,XX,C,11.0,9,0.8
54plh9etbz,YE,S,16.0,20,0.2
axd2ojq99m,XX,S,5.0,5,4.9
rtk6ewgqxv,YA,B,3.0,4,2.4
te99sydasm,YF,S,4.0,5,2.9
hutxzh5dbf,YF,A,8.0,5,3.1
3bvw1oyn5u,YB,S,17.0,8,3.9
2h9rink2dc,YA,S,11.0,16,4.1
gv8da95jm1,XZ,B,20.0,27,1.0
tkov4sxy4k,XZ,A,18.0,15,1.2
qakdoehpjc,YB,S,20.0,21,4.4
eohhyzxn50,YG,A,6.0,3,4.1
fv51yf9ogk,XX,A,14.0,12,3.1
bvvdqi5zse,YB,A,14.0,10,5.0
by0sufmyfu,YC,C,12.0,7,3.7
ijnlx2bkoy,YD,C,12.0,8,1.1
v4k1hb7t0w,YF,C,17.0,14,4.2
njnmcgpkpx,XZ,C,16.0,13,
iv69lfa1ol,XY,B,18.0,23,0.2
1tcfyx4zn6,XZ,S,19.0,23,1.6
17f88yig2u,YF,C,20.0,15,3.8
uva2eqlqbm,YD,B,5.0,7,4.8
rdqpr8kufz,YF,S,6.0,3,1.4
k156res024,XY,C,8.0,10,1.2
phb45qevoe,YB,S,3.0,4,2.8
xw5yissfsy,YA,C,2.0,1,
ns8law1vaa,XY,B,13.0,18,3.7
w918lc4dsg,YF,A,11.0,15,2.8
mierwzfvrc,YF,A,9.0,7,3.2
gel621hu31,YC,S,2.0,3,1.2
hxik7mcbnq,YC,B,13.0,17,2.2
s27q1sy00l,YE,A,3.0,4,1.3
m5cyjdzyyo,YC,C,11.0,15,4.4
qyk56f6mzp,XX,A,18.0,21,0.6
z9t98a96w7,YA,S,4.0,5,3.4
67894ukf0e,YD,S,8.0,9,1.3
hawmw8o13r,XY,B,13.0,19,2.4
8nifueu04h,YF,S,9.0,6,1.5
geqf43e7ra,YE,A,13.0,16,1.6
jk8o41ipc5,YE,A,4.0,3,1.3
8ak2e9sl0b,YD,A,18.0,12,3.8
ps697otxfc,YA,A,10.0,9,1.8
dg4msijznm,XY,B,11.0,13,3.6
9n7lqklr2a,XZ,C,,10,2.3
k9cou7n4bo,YC,C,2.0,3,2.7
syfz0rl4v1,YB,B,13.0,11,2.7
q8mjut42dy,YE,S,6.0,4,4.9
sakm026oul,YC,C,14.0,7,1.8
3a0l77hhov,YC,S,16.0,17,1.0
sksyzg3s7y,XX,C,12.0,17,4.6
hoyv45bu4x,YA,S,9.0,10,0.9
pm7hs87pu6,YB,B,6.0,9,4.2
yv6szfalgg,XZ,A,3.0,2,
upvpjoflq7,YF,S,,8,3.3
ljf434yu3h,XX,A,3.0,3,0.8
8d4mxzn3tg,YC,S,17.0,14,4.6
4ay7ccpdmb,YC,S,4.0,5,2.8
bxargrlmwf,YG,S,11.0,10,1.6
5vumwwcu05,YB,S,,16,0.7
937n7iipnb,YB,S,9.0,13,1.9
5jnzmtst49,YG,A,8.0,12,
x9robucmdb,YB,S,2.0,2,1.9
ep2ghujnus,YC,A,13.0,17,1.2
schmh63v9e,YE,B,6.0,8,2.9
460o4b2wky,XY,C,17.0,17,2.1
4i94052f81,YC,S,5.0,2,0.8
6ewe6n6min,XX,C,18.0,13,0.8
fklztvtjd3,YA,A,3.0,2,3.5
t0dbf7ck3s,YG,B,,14,4.9
v9qiqxo7as,XZ,B,2.0,2,1.2
qo1kn18jc9,YF,B,13.0,12,3.9
8r6aghlqn4,XZ,C,13.0,14,0.4
rjxqqmzxiz,YC,A,13.0,16,1.9
3oebgotaiu,XX,S,20.0,19,2.5
fitbf4aeth,YC,S,,13,1.3
4m2851uaiw,YA,A,12.0,12,2.6
qjp6e2poaz,YE,C,14.0,11,4.4
j84yyysy05,YF,S,9.0,6,4.7
t93583hrqj,YA,A,11.0,14,0.5
22om2s0toi,YG,S,9.0,11,1.4
d0ia4dolxh,YG,B,9.0,11,4.9
3qm2elgyu0,YC,S,10.0,13,1.4
zid9kapar0,XX,C,,9,3.5
1hr833vrbu,YA,A,15.0,8,1.3
c8ohs955ws,YD,C,3.0,3,1.8
54kw46w0dl,XX,A,,18,1.0
h46tuumka4,YE,B,9.0,13,4.3
ggldh8x2j5,YG,A,14.0,17,4.4
5gsj0zbz5u,YC,S,16.0,22,1.5
3v78oz5y43,YB,S,4.0,2,4.1
dx72okqcwd,YG,B,15.0,20,1.8
s1qfaacwy3,YF,A,16.0,18,0.5
x222t1bk2o,XY,B,,4,3.8
yxq5aiueqn,YB,S,20.0,12,3.0
00ybm0vzya,YC,C,13.0,19,1.4
0vq1uag90f,YD,B,5.0,3,1.3
8fq5btvfgs,YB,C,4.0,6,4.9
2upbt5tjaz,YF,C,6.0,8,4.3
zu5hdeuccm,XX,A,4.0,2,4.0
hok2gchsgg,YD,B,16.0,21,0.6
k4tr1rzoe5,YG,C,20.0,19,3.8
3t99rby75x,YD,C,3.0,2,1.1
ma03405rwq,YA,A,13.0,14,4.9
kpu2mpt9jm,YF,A,6.0,9,0.3
pf1p0iwcfe,YB,S,18.0,10,
u8vu997hv9,YA,C,15.0,17,2.1
tv5hpoyayd,YD,S,11.0,9,4.1
ukuuh9jxag,YA,C,4.0,2,3.8
ycemow39yn,XZ,S,5.0,2,1.9
f30mao1663,YF,A,7.0,8,2.8
rog1n5zgkl,YE,B,17.0,23,4.2
b2zeoiflwy,XX,A,,9,0.1
0iui0qzgmy,YD,S,16.0,23,4.0
6clnv1j15o,YF,S,12.0,12,4.7
300fqyqoxq,YE,B,2.0,2,0.2
dgwheo6i3y,YE,C,6.0,7,0.2
2c8ay1361l,YC,S,14.0,12,
i3u48zdmtx,YA,S,15.0,7,0.4
yabokokb2j,YE,S,10.0,5,2.4
sdxehnvcr3,XZ,B,18.0,10,3.6
a1zkt0x5r8,YF,A,,21,2.8
ifsohbv3lu,XY,S,8.0,7,1.0
7w2mwch4bm,XY,B,13.0,16,3.3
zwqnfw4ks3,YD,S,7.0,3,3.4
kekjrqu663,YG,C,17.0,13,4.7
pmalcfy7kd,YA,B,6.0,9,0.7
46sazjqoc5,YG,S,10.0,5,3.5
pgxq1vg54w,YE,B,15.0,11,4.6
egrh0cap0f,YF,S,9.0,7,2.5
sb5sje8sie,YD,A,15.0,11,1.8
089pd1t6my,YB,S,13.0,16,0.9
sjf72zl10c,YE,B,11.0,13,4.3
kl4wsimq6x,YA,C,14.0,18,2.0
