지역,작물명,작물_분류,작업_상위_분류,등급,연속_작업_여부,작업_연도,작업_소요_일수,작업_순서,재배면적,작업_시작_일자,평균_기온,작업자_수,작업_유형
서울경기,고구마,채소,비료,B,예,2024,25.0,3,99043.58,2023-05-06,21.76,4,0
충청,감자,곡물,비료,C,예,2020,8.0,3,19093.37,2023-07-29,12.31,11,0
충청,콩,곡물,방제,C,예,2020,11.0,2,2102.08,2023-06-16,19.82,9,2
강원,밀,채소,경작,A,아니오,2019,24.0,2,29276.5,2023-04-21,13.53,6,0
경상,벼,곡물,비료,C,예,2022,17.0,1,24862.44,2023-03-09,17.65,3,0
충청,고구마,채소,경작,B,예,2020,9.0,1,48687.72,2023-06-16,14.26,11,0
전라,벼,채소,비료,C,예,2023,10.0,1,51351.08,2023-04-06,17.63,6,0
전라,고구마,곡물,수확,A,예,2022,8.0,4,36081.19,2023-08-30,25.6,6,1
충청,벼,채소,경작,C,아니오,2020,9.0,1,57440.46,2023-07-04,14.46,6,0
강원,콩,과일,비료,B,예,2022,5.0,4,4393.14,2023-11-06,18.99,11,1
서울경기,콩,곡물,경작,B,아니오,2022,12.0,3,84599.7,2023-05-29,14.76,4,0
충청,콩,과일,비료,C,예,2023,16.0,2,73372.29,2023-06-25,18.21,9,0
서울경기,콩,곡물,경작,B,예,2018,22.0,2,43036.39,2023-05-09,12.18,9,0
전라,콩,과일,수확,A,아니오,2022,6.0,2,17878.86,2023-08-04,20.41,12,1
경상,고구마,채소,방제,B,아니오,2022,21.0,2,41159.65,2023-05-13,24.55,14,0
전라,고구마,채소,경작,A,아니오,2021,16.0,3,25377.39,2023-06-17,16.1,15,0
강원,밀,채소,경작,B,아니오,2019,21.0,2,91024.34,2023-08-15,17.06,13,0
강원,벼,채소,비료,B,아니오,2023,16.0,2,76693.15,2023-02-10,18.38,13,0
전라,벼,곡물,방제,A,예,2020,15.0,2,27219.78,2023-08-04,15.37,13,0
강원,벼,과일,비료,A,예,2023,24.0,2,95286.7,2023-07-04,21.45,8,0
강원,감자,곡물,수확,B,예,2019,10.0,4,63621.83,2023-07-16,22.2,5,1
서울경기,밀,곡물,비료,B,아니오,2019,23.0,2,44581.33,2023-06-27,22.9,19,0
전라,벼,과일,경작,B,아니오,2018,12.0,3,30250.59,2023-07-28,24.08,4,0
서울경기,벼,과일,수확,B,예,2019,12.0,1,57677.67,2023-07-13,19.16,11,0
충청,고구마,과일,수확,B,예,2024,16.0,2,44108.0,2023-09-04,22.89,14,1
강원,밀,과일,방제,B,아니오,2020,7.0,3,60699.31,2023-04-05,14.12,16,0
강원,벼,곡물,비료,A,아니오,2024,17.0,2,14943.36,2023-05-16,24.0,11,0
강원,밀,곡물,수확,B,아니오,2023,25.0,1,74249.48,2023-03-21,19.49,7,0
강원,밀,곡물,비료,B,아니오,2019,19.0,1,68772.41,2023-05-10,17.74,6,0
전라,콩,채소,방제,B,아니오,2020,21.0,1,90045.41,2023-03-25,23.09,7,0
강원,감자,채소,수확,B,예,2024,9.0,3,58262.37,2023-08-30,17.15,15,1
강원,밀,과일,수확,B,아니오,2019,11.0,2,62425.05,2023-06-27,14.51,16,0
강원,감자,과일,수확,A,예,2024,7.0,2,37148.77,2023-06-28,19.27,3,1
서울경기,고구마,곡물,수확,B,예,2023,28.0,3,35234.21,2023-07-17,14.14,14,0
충청,고구마,과일,수확,B,예,2018,19.0,4,31542.42,2023-08-17,27.06,2,1
강원,감자,채소,수확,A,아니오,2021,12.0,3,25317.9,2023-08-02,18.19,6,1
경상,감자,곡물,수확,A,예,2023,18.0,3,18669.55,2023-03-08,20.18,18,0
전라,벼,과일,수확,B,예,2020,18.0,3,85172.24,2023-06-05,20.6,6,0
서울경기,밀,채소,수확,A,아니오,2018,21.0,3,41302.75,2023-08-15,21.37,5,0
강원,밀,채소,비료,C,아니오,2018,25.0,3,12298.28,2023-07-18,21.43,13,0
서울경기,밀,곡물,방제,B,아니오,2023,27.0,2,35216.96,2023-05-29,23.8,5,0
경상,밀,과일,방제,A,예,2020,8.0,2,29812.26,2023-02-20,13.41,10,0
충청,고구마,곡물,수확,C,예,2018,9.0,2,37939.12,2023-07-04,24.99,6,0
강원,콩,곡물,경작,C,아니오,2023,26.0,1,13909.7,2023-02-14,23.32,5,0
충청,고구마,과일,경작,B,예,2021,11.0,2,14032.55,2023-06-07,22.49,18,0
충청,벼,채소,수확,B,아니오,2018,26.0,2,44920.39,2023-06-17,15.9,16,0
충청,감자,곡물,비료,B,예,2022,29.0,1,36020.45,2023-07-19,15.38,18,0
충청,벼,채소,경작,A,아니오,2021,28.0,2,37627.7,2023-03-30,17.84,15,0
충청,벼,곡물,비료,B,예,2021,29.0,2,28613.32,2023-07-13,16.61,18,0
서울경기,콩,채소,경작,B,예,2023,21.0,2,50969.92,2023-09-03,25.09,5,1
전라,콩,채소,경작,B,예,2019,10.0,1,17927.35,2023-04-21,15.11,3,0
충청,감자,채소,비료,B,아니오,2018,29.0,1,86695.62,2023-03-09,19.31,4,0
충청,벼,곡물,경작,A,예,2019,26.0,2,67752.76,2023-03-02,17.9,14,0
경상,감자,곡물,비료,B,아니오,2020,15.0,2,42338.63,2023-02-24,17.35,18,0
전라,벼,곡물,경작,B,예,2020,22.0,3,20902.21,2023-07-05,19.42,15,0
충청,고구마,과일,비료,B,아니오,2022,3.0,2,53416.49,2023-11-07,20.69,2,1
경상,콩,채소,수확,C,예,2018,12.0,2,28523.94,2023-12-04,18.22,1,2
충청,감자,과일,비료,C,예,2024,13.0,3,95105.79,2023-02-25,13.2,14,0
강원,감자,곡물,방제,B,아니오,2024,22.0,1,48738.38,2023-06-08,15.26,9,0
서울경기,고구마,채소,경작,A,아니오,2021,24.0,2,80015.79,2023-04-19,14.59,7,0
전라,고구마,채소,수확,B,예,2018,14.0,3,68256.32,2023-11-22,20.44,3,1
전라,벼,곡물,경작,A,예,2021,29.0,3,81318.72,2023-05-26,17.24,6,0
경상,밀,곡물,방제,A,예,2020,26.0,2,73036.55,2023-06-30,20.85,15,0
충청,감자,채소,수확,B,아니오,2021,16.0,2,42166.92,2023-06-05,29.69,14,1
강원,밀,곡물,경작,B,아니오,2019,20.0,1,50209.0,2023-08-23,14.6,6,0
서울경기,벼,과일,수확,C,예,2021,19.0,3,43444.97,2023-03-08,24.03,16,0
서울경기,고구마,과일,경작,B,아니오,2019,10.0,1,24126.96,2023-06-04,18.14,18,0
강원,감자,과일,비료,A,예,2019,6.0,3,47372.54,2023-10-12,17.37,10,1
강원,콩,채소,수확,A,아니오,2023,26.0,1,59206.48,2023-04-05,21.54,16,0
경상,밀,채소,수확,B,아니오,2018,20.0,3,22934.79,2023-09-04,25.33,16,1
전라,밀,과일,경작,B,예,2024,16.0,4,29281.8,2023-08-21,23.13,6,1
강원,콩,과일,경작,C,아니오,2019,29.0,1,13588.7,2023-07-05,21.52,14,0
서울경기,벼,곡물,경작,A,예,2018,17.0,1,58642.06,2023-07-27,24.76,17,0
전라,밀,채소,비료,C,아니오,2021,4.0,1,10870.94,2023-12-16,17.78,3,2
서울경기,고구마,곡물,경작,B,예,2020,16.0,2,42043.0,2023-03-22,12.55,6,0
충청,밀,과일,수확,B,아니오,2019,13.0,1,48550.17,2023-02-21,21.18,14,0
충청,감자,곡물,경작,B,아니오,2020,15.0,2,28401.78,2023-09-16,21.36,14,1
경상,콩,과일,비료,A,아니오,2022,15.0,3,60717.18,2023-02-12,24.29,12,0
서울경기,밀,곡물,비료,A,아니오,2018,20.0,3,41720.63,2023-02-03,19.4,19,0
충청,벼,곡물,비료,C,아니오,2023,12.0,1,53398.49,2023-03-23,23.16,6,0
충청,콩,과일,수확,B,예,2020,7.0,2,65867.01,2023-05-31,20.68,7,0
경상,밀,곡물,경작,B,아니오,2019,15.0,2,63898.43,2023-02-20,22.1,6,0
경상,고구마,곡물,수확,A,아니오,2018,17.0,4,34190.7,2023-06-23,16.61,2,1
전라,감자,채소,수확,B,아니오,2022,12.0,1,23709.95,2023-04-06,23.08,17,0
충청,고구마,과일,수확,B,아니오,2018,8.0,3,10276.4,2023-05-01,23.61,13,1
충청,벼,곡물,경작,B,아니오,2018,15.0,3,53647.08,2023-08-14,20.32,13,0
강원,감자,채소,방제,C,아니오,2019,7.0,2,6558.03,2023-04-16,12.91,3,2
충청,콩,곡물,경작,B,아니오,2024,23.0,1,39993.75,2023-08-01,20.17,12,0
강원,콩,곡물,방제,B,아니오,2024,19.0,1,98957.96,2023-08-20,20.03,7,0
경상,밀,채소,수확,A,아니오,2023,10.0,2,45445.99,2023-04-04,20.26,19,0
강원,밀,곡물,경작,B,아니오,2019,15.0,2,24955.4,2023-04-11,19.87,10,0
강원,밀,채소,방제,C,아니오,2023,9.0,4,50458.25,2023-06-08,23.81,2,1
경상,감자,채소,경작,A,예,2022,17.0,3,6379.06,2023-06-02,22.72,7,1
서울경기,벼,곡물,수확,C,예,2022,26.0,1,54330.18,2023-03-10,15.03,19,0
강원,벼,곡물,수확,C,예,2019,16.0,2,53169.43,2023-04-10,17.86,11,0
충청,밀,과일,경작,C,아니오,2021,7.0,3,61393.48,2023-07-02,23.8,10,0
충청,콩,곡물,비료,B,아니오,2019,18.0,1,18567.52,2023-04-10,14.03,4,0
충청,벼,곡물,비료,A,아니오,2023,17.0,3,68722.42,2023-06-06,15.66,12,0
충청,고구마,과일,경작,B,예,2024,18.0,2,28030.48,2023-07-14,24.8,19,0
전라,벼,곡물,비료,A,예,2019,14.0,2,70568.06,2023-02-23,24.98,14,0
전라,고구마,채소,방제,B,예,2020,8.0,1,70031.85,2023-03-15,21.59,10,0
전라,밀,곡물,비료,C,예,2021,17.0,3,38619.02,2023-02-18,15.55,16,0
서울경기,감자,곡물,방제,B,예,2018,17.0,1,46535.48,2023-06-09,23.91,6,0
전라,콩,채소,경작,A,아니오,2019,12.0,1,60734.76,2023-03-31,24.76,14,0
강원,벼,과일,수확,A,아니오,2019,18.0,2,69848.88,2023-05-16,16.87,6,0
전라,밀,채소,수확,B,예,2022,16.0,1,90444.81,2023-05-21,20.06,7,0
전라,벼,채소,수확,C,예,2018,6.0,3,12073.64,2023-12-30,20.88,10,2
전라,밀,곡물,경작,B,예,2023,22.0,2,95990.64,2023-02-21,24.76,9,0
충청,벼,과일,비료,B,예,2022,12.0,3,16816.68,2023-05-15,21.62,12,0
충청,밀,채소,수확,B,예,2020,6.0,3,68587.07,2023-05-06,17.73,9,1
서울경기,콩,곡물,경작,C,아니오,2024,6.0,3,28561.88,2023-09-07,20.01,16,1
강원,고구마,채소,경작,A,예,2022,4.0,2,3374.95,2023-06-14,23.79,1,2
충청,감자,곡물,수확,B,아니오,2019,12.0,1,47938.05,2023-04-20,19.35,6,0
서울경기,콩,채소,방제,B,예,2018,13.0,4,29298.04,2023-11-19,28.52,13,1
서울경기,벼,곡물,수확,A,아니오,2024,10.0,1,46571.19,2023-07-14,16.86,9,0
경상,밀,과일,방제,A,예,2023,19.0,2,35629.14,2023-06-07,21.58,12,0
전라,고구마,곡물,경작,A,아니오,2020,19.0,2,61042.2,2023-07-17,21.15,4,0
충청,벼,채소,경작,B,예,2022,16.0,1,79970.46,2023-02-05,12.44,8,0
강원,밀,과일,수확,B,아니오,2022,7.0,2,38548.95,2023-02-02,19.46,3,0
전라,감자,채소,수확,B,아니오,2020,11.0,4,69520.79,2023-05-19,27.61,3,1
강원,감자,채소,수확,B,예,2022,9.0,4,55637.65,2023-11-23,29.51,15,1
강원,콩,채소,경작,C,아니오,2019,16.0,4,68231.25,2023-05-31,16.19,16,1
전라,밀,곡물,경작,A,아니오,2021,15.0,4,45469.46,2023-06-02,25.05,7,1
충청,고구마,과일,방제,A,아니오,2022,12.0,1,74367.49,2023-04-04,22.65,16,0
서울경기,벼,곡물,수확,C,예,2024,16.0,2,45352.92,2023-09-07,28.57,14,1
서울경기,고구마,채소,경작,C,예,2020,12.0,1,50312.55,2023-06-05,13.24,19,0
서울경기,감자,채소,방제,A,아니오,2023,20.0,3,72215.48,2023-07-13,14.51,19,0
서울경기,밀,과일,경작,B,예,2021,20.0,2,85909.27,2023-04-26,12.02,9,0
충청,밀,과일,경작,C,아니오,2023,26.0,2,26181.64,2023-07-02,21.1,18,0
전라,벼,채소,수확,C,아니오,2019,19.0,1,67157.48,2023-05-29,16.45,13,0
서울경기,벼,채소,방제,A,아니오,2018,18.0,1,29986.33,2023-04-06,14.35,5,0
서울경기,콩,채소,경작,B,아니오,2022,26.0,1,49927.98,2023-07-05,16.96,18,0
충청,벼,곡물,수확,A,예,2023,17.0,2,15476.69,2023-02-14,16.58,6,0
경상,밀,채소,비료,B,아니오,2024,26.0,3,39796.77,2023-03-19,21.76,5,0
전라,고구마,곡물,방제,A,아니오,2018,24.0,1,30586.83,2023-04-19,16.54,8,0
전라,고구마,채소,비료,B,아니오,2020,9.0,2,87681.5,2023-06-09,17.5,11,0
강원,콩,과일,경작,A,아니오,2022,16.0,3,49677.53,2023-05-21,21.95,4,0
강원,콩,채소,경작,B,예,2024,8.0,1,61053.99,2023-06-30,22.24,18,0
충청,콩,과일,경작,C,예,2023,21.0,2,72771.89,2023-05-05,13.86,16,0
충청,고구마,곡물,경작,C,예,2024,23.0,3,91894.64,2023-02-11,18.83,13,0
서울경기,벼,곡물,경작,A,아니오,2021,13.0,3,96904.26,2023-06-26,16.36,13,0
충청,벼,과일,경작,A,아니오,2020,9.0,2,68139.92,2023-06-17,22.54,3,0
강원,밀,곡물,경작,C,아니오,2019,19.0,3,79198.92,2023-05-05,15.83,14,0
강원,밀,곡물,비료,A,아니오,2020,18.0,1,96527.54,2023-08-05,12.16,14,0
강원,밀,곡물,경작,B,예,2023,24.0,1,83461.65,2023-02-13,18.25,14,0
충청,감자,채소,비료,C,아니오,2023,6.0,2,37035.84,2023-09-09,18.92,10,1
충청,콩,채소,비료,B,예,2019,8.0,1,20092.32,2023-08-28,13.64,7,0
서울경기,콩,채소,수확,C,예,2020,16.0,2,55153.34,2023-11-19,19.64,2,1
서울경기,감자,채소,수확,B,아니오,2021,12.0,2,54779.04,2023-11-09,24.83,7,1
강원,고구마,곡물,비료,B,예,2018,28.0,1,23883.92,2023-03-01,23.72,5,0
서울경기,벼,곡물,비료,B,아니오,2018,17.0,2,38361.98,2023-02-21,15.08,12,0
서울경기,벼,채소,비료,A,예,2022,12.0,1,60547.66,2023-05-28,17.06,18,0
전라,벼,곡물,비료,B,아니오,2018,16.0,3,60195.19,2023-03-02,21.27,9,0
충청,밀,곡물,수확,A,예,2023,16.0,3,77168.49,2023-03-19,17.25,12,0
경상,콩,과일,방제,C,예,2018,1.0,3,1914.68,2023-04-05,11.26,11,2
전라,콩,채소,비료,C,아니오,2021,5.0,2,29350.68,2023-05-09,18.53,5,2
전라,콩,곡물,경작,A,예,2018,23.0,2,88827.57,2023-04-22,20.97,7,0
서울경기,콩,곡물,수확,B,예,2018,29.0,3,84130.0,2023-03-04,19.67,15,0
전라,밀,채소,수확,B,예,2024,23.0,3,28443.51,2023-02-07,13.13,13,0
경상,고구마,채소,방제,B,아니오,2024,1.0,3,23878.6,2023-03-03,20.17,7,2
강원,밀,곡물,비료,C,예,2022,21.0,2,77383.42,2023-08-20,14.29,3,0
서울경기,감자,곡물,비료,A,아니오,2022,18.0,1,45290.72,2023-05-21,21.84,3,0
강원,밀,과일,수확,A,예,2020,24.0,1,81803.93,2023-03-07,14.31,8,0
강원,밀,곡물,방제,C,아니오,2020,13.0,2,65131.68,2023-07-05,12.24,4,0
충청,콩,채소,수확,B,아니오,2023,23.0,2,80582.5,2023-06-25,16.61,3,0
강원,벼,곡물,수확,C,아니오,2021,15.0,1,83711.68,2023-05-30,14.48,18,0
서울경기,밀,채소,비료,C,예,2020,20.0,3,71280.15,2023-04-14,21.36,3,0
서울경기,콩,곡물,비료,A,예,2024,14.0,1,63378.12,2023-04-10,19.17,3,0
충청,고구마,곡물,비료,B,아니오,2023,7.0,1,45270.14,2023-04-07,23.06,10,0
강원,밀,채소,수확,B,예,2020,25.0,1,74010.6,2023-07-07,20.39,13,0
강원,감자,과일,경작,C,예,2024,9.0,3,90021.76,2023-05-12,13.91,6,0
전라,벼,곡물,경작,B,예,2019,27.0,1,67866.73,2023-04-08,12.77,6,0
경상,콩,채소,방제,A,예,2024,4.0,1,14121.32,2023-08-27,15.84,10,2
충청,벼,채소,비료,A,아니오,2021,14.0,3,46855.19,2023-07-19,12.27,13,0
서울경기,밀,곡물,경작,B,아니오,2020,17.0,3,58374.94,2023-03-29,18.98,3,0
경상,콩,곡물,비료,C,예,2018,14.0,3,16292.8,2023-05-23,23.6,15,0
충청,콩,채소,비료,C,예,2023,11.0,1,81025.8,2023-06-14,22.63,6,0
전라,벼,곡물,수확,C,예,2019,18.0,3,43918.65,2023-04-25,14.82,14,0
충청,벼,곡물,경작,A,아니오,2021,14.0,1,17301.16,2023-03-19,23.77,12,0
서울경기,콩,곡물,수확,B,아니오,2020,10.0,3,74950.8,2023-08-19,13.62,7,0
전라,감자,곡물,경작,A,예,2019,21.0,1,88891.83,2023-04-03,20.25,9,0
전라,벼,곡물,비료,C,예,2018,17.0,4,10274.88,2023-10-20,29.36,15,1
서울경기,밀,과일,비료,A,예,2018,28.0,1,25442.23,2023-04-21,12.94,8,0
서울경기,벼,과일,경작,C,예,2020,16.0,1,37449.97,2023-05-08,17.51,12,0
강원,고구마,곡물,비료,A,아니오,2018,24.0,1,81737.69,2023-03-09,24.45,19,0
충청,감자,과일,경작,B,아니오,2019,14.0,1,17002.33,2023-06-24,23.94,16,0
경상,고구마,곡물,방제,C,예,2021,14.0,1,13930.06,2023-09-11,15.4,4,2
경상,벼,과일,비료,C,아니오,2019,22.0,1,70724.38,2023-08-19,16.4,16,0
전라,벼,곡물,비료,B,예,2022,16.0,3,80657.74,2023-07-13,21.47,3,0
경상,콩,채소,방제,B,예,2021,10.0,1,15540.22,2023-02-19,19.71,15,0
강원,감자,과일,경작,B,아니오,2020,24.0,3,94748.26,2023-08-03,20.95,10,0
서울경기,고구마,채소,수확,B,아니오,2024,12.0,3,71153.19,2023-04-07,17.2,3,0
경상,고구마,곡물,경작,B,예,2022,18.0,1,62376.19,2023-06-29,19.22,11,0
서울경기,벼,과일,경작,B,아니오,2022,17.0,2,98044.07,2023-06-12,17.03,12,0
서울경기,콩,과일,경작,B,아니오,2021,17.0,1,86780.6,2023-02-10,24.96,12,0
경상,콩,곡물,방제,B,예,2021,6.0,3,7987.72,2023-04-11,22.04,9,2
서울경기,벼,곡물,경작,A,예,2019,7.0,3,90527.18,2023-07-05,21.89,12,0
강원,고구마,곡물,비료,C,예,2019,27.0,1,54671.28,2023-08-02,19.11,19,0
강원,밀,곡물,비료,B,예,2021,14.0,1,13841.9,2023-04-02,22.93,8,0
강원,밀,곡물,비료,A,아니오,2018,18.0,1,86171.52,2023-03-10,12.99,14,0
서울경기,벼,채소,방제,A,아니오,2023,14.0,3,19175.37,2023-02-28,19.05,18,0
경상,감자,과일,경작,B,아니오,2018,28.0,2,50034.22,2023-07-22,14.32,18,0
강원,고구마,과일,경작,A,아니오,2023,9.0,4,39165.27,2023-07-27,22.96,16,1
서울경기,벼,곡물,수확,A,아니오,2021,13.0,3,43323.79,2023-08-06,23.29,11,0
강원,콩,과일,수확,B,예,2024,20.0,2,14583.08,2023-07-16,25.55,10,1
강원,고구마,채소,수확,B,예,2021,11.0,2,17751.03,2023-07-25,21.38,9,1
충청,밀,곡물,비료,B,아니오,2023,17.0,2,59179.92,2023-05-03,24.63,7,0
강원,고구마,채소,비료,C,예,2021,9.0,3,29082.98,2023-01-20,19.15,6,2
전라,밀,채소,수확,C,아니오,2022,12.0,2,27129.68,2023-05-04,27.86,7,1
서울경기,고구마,채소,수확,A,예,2021,20.0,3,34217.2,2023-09-30,17.0,3,1
전라,밀,과일,경작,B,예,2023,26.0,1,49011.38,2023-03-03,12.04,18,0
충청,벼,곡물,방제,B,아니오,2020,20.0,1,63253.28,2023-02-19,19.24,12,0
충청,밀,곡물,경작,A,아니오,2020,21.0,1,62873.76,2023-02-21,13.83,6,0
충청,벼,과일,경작,C,아니오,2024,15.0,3,96766.66,2023-05-27,12.78,16,0
강원,감자,곡물,수확,A,아니오,2023,14.0,2,45223.45,2023-09-26,15.92,15,1
강원,밀,과일,경작,B,예,2023,14.0,2,32214.18,2023-07-01,16.51,3,0
서울경기,고구마,곡물,비료,B,예,2018,15.0,1,69493.07,2023-08-10,12.75,9,0
강원,밀,채소,비료,A,아니오,2020,10.0,3,40897.43,2023-07-20,24.8,14,0
충청,감자,채소,경작,B,아니오,2024,20.0,2,73229.4,2023-05-03,17.87,14,0
경상,감자,곡물,경작,C,예,2018,15.0,2,89095.73,2023-04-19,23.41,5,0
강원,고구마,곡물,비료,B,예,2020,22.0,2,28318.31,2023-06-29,24.33,14,0
전라,벼,과일,비료,A,예,2019,24.0,1,12888.45,2023-02-22,16.85,5,0
강원,벼,곡물,방제,B,아니오,2020,10.0,1,65520.62,2023-08-14,19.34,7,0
충청,밀,과일,수확,C,예,2020,23.0,2,61994.26,2023-07-03,24.56,19,0
강원,콩,과일,수확,A,아니오,2024,13.0,4,60258.49,2023-11-03,28.79,6,1
전라,벼,곡물,경작,C,아니오,2022,15.0,1,64448.86,2023-04-04,14.3,18,0
서울경기,콩,과일,수확,B,아니오,2021,24.0,2,96510.1,2023-03-14,17.13,16,0
충청,밀,채소,경작,A,예,2021,12.0,2,20310.49,2023-06-20,21.13,6,0
서울경기,콩,채소,경작,B,예,2024,11.0,1,98222.58,2023-04-21,21.39,14,0
충청,밀,과일,비료,B,예,2021,13.0,2,81790.73,2023-03-11,21.79,12,0
경상,벼,곡물,수확,B,아니오,2018,16.0,3,39100.52,2023-07-04,18.42,15,0
충청,콩,곡물,비료,A,예,2022,10.0,1,22860.02,2023-06-11,13.97,16,0
서울경기,벼,곡물,비료,C,아니오,2020,25.0,2,39887.58,2023-02-16,17.88,5,0
충청,밀,채소,경작,B,예,2023,13.0,2,48279.69,2023-03-02,22.22,19,0
경상,감자,곡물,방제,A,아니오,2024,17.0,3,74694.29,2023-07-02,13.21,15,0
전라,콩,과일,경작,A,예,2019,20.0,2,56244.41,2023-04-10,22.52,8,0
강원,밀,곡물,수확,A,아니오,2019,22.0,2,41240.21,2023-08-25,18.65,8,0
강원,콩,채소,비료,C,예,2021,8.0,2,79576.29,2023-03-08,18.39,16,0
경상,콩,곡물,비료,C,예,2019,7.0,3,13935.62,2023-11-06,23.09,5,2
서울경기,고구마,과일,비료,B,예,2018,10.0,1,54381.93,2023-03-17,17.25,12,0
강원,콩,곡물,경작,A,아니오,2018,14.0,3,83076.15,2023-05-16,20.85,15,0
충청,콩,곡물,방제,A,아니오,2021,15.0,2,31485.12,2023-05-10,21.26,11,0
경상,벼,곡물,비료,B,예,2022,28.0,2,81319.28,2023-03-23,15.58,14,0
충청,콩,채소,경작,C,예,2018,23.0,1,27224.65,2023-03-05,20.96,4,0
전라,고구마,채소,수확,A,예,2021,7.0,2,43005.22,2023-09-13,27.99,10,1
충청,콩,채소,수확,B,예,2020,22.0,4,26660.7,2023-11-26,24.53,16,1
충청,콩,채소,방제,B,아니오,2022,16.0,2,27557.73,2023-04-20,12.81,6,2
경상,콩,곡물,비료,B,아니오,2020,10.0,1,523.56,2023-08-21,20.1,7,2
경상,콩,채소,방제,B,아니오,2019,7.0,1,5802.59,2023-07-06,21.61,9,2
강원,벼,과일,수확,B,아니오,2023,9.0,1,66055.69,2023-02-23,17.13,15,0
서울경기,고구마,채소,비료,C,예,2019,28.0,3,27485.94,2023-02-04,16.03,10,0
경상,감자,곡물,비료,A,예,2018,15.0,2,38990.49,2023-04-18,23.06,8,0
서울경기,벼,과일,경작,A,예,2018,26.0,3,63690.26,2023-04-26,18.28,8,0
충청,밀,곡물,수확,B,예,2024,27.0,2,82029.31,2023-08-11,14.38,17,0
서울경기,밀,곡물,비료,B,예,2018,8.0,2,74876.24,2023-06-06,13.23,12,0
경상,콩,곡물,방제,B,예,2023,21.0,1,34685.33,2023-08-20,15.57,14,0
충청,감자,채소,비료,C,예,2021,25.0,2,49412.44,2023-08-13,14.82,9,0
서울경기,밀,곡물,경작,A,아니오,2021,13.0,2,77584.92,2023-04-15,12.94,6,0
전라,벼,과일,경작,B,예,2018,16.0,2,6329.98,2023-10-24,25.55,8,1
강원,고구마,곡물,경작,A,예,2019,7.0,3,99204.93,2023-05-10,20.06,3,0
전라,고구마,채소,비료,B,예,2018,16.0,1,9418.61,2023-12-20,23.3,12,2
서울경기,벼,곡물,경작,B,예,2021,26.0,1,21191.93,2023-02-03,20.64,7,0
서울경기,감자,곡물,경작,B,예,2019,8.0,2,31835.43,2023-05-07,20.31,3,0
전라,벼,채소,비료,C,아니오,2018,9.0,2,65293.7,2023-07-03,17.44,15,0
서울경기,고구마,곡물,비료,A,아니오,2018,17.0,2,20594.15,2023-08-16,19.13,19,0
서울경기,벼,곡물,방제,A,예,2024,18.0,3,20303.11,2023-06-18,22.05,16,0
충청,콩,곡물,경작,A,예,2023,17.0,3,24744.9,2023-03-10,13.25,5,0
강원,밀,곡물,수확,B,예,2021,24.0,2,60530.76,2023-06-08,18.23,7,0
충청,벼,곡물,경작,B,예,2023,21.0,1,22490.71,2023-03-04,21.51,14,0
경상,밀,곡물,경작,A,아니오,2019,17.0,2,97682.25,2023-04-18,24.48,6,0
강원,벼,과일,방제,A,아니오,2022,9.0,2,22593.26,2023-06-30,15.4,5,0
전라,감자,채소,경작,C,예,2024,9.0,3,32268.65,2023-05-30,21.67,13,0
강원,콩,채소,경작,C,아니오,2019,16.0,3,45569.85,2023-08-25,23.67,7,0
서울경기,밀,곡물,수확,B,예,2023,12.0,1,74557.12,2023-02-28,16.02,7,0
전라,감자,곡물,경작,B,예,2018,17.0,2,35035.55,2023-07-18,23.13,15,0
충청,벼,곡물,경작,C,아니오,2022,23.0,3,57238.25,2023-08-13,23.23,9,0
