사고년도,가해자성별,가해자연령,가해차종,가해자신체상해정도,피해자성별,피해자연령,피해차종,피해자신체상해정도,사고유형,가해자법규위반,기상상태,시각,사건번호
2017,여,46세,승용차,상해없음,남,81세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2017-06-23_10시,ID_4713
2019,남,56세,승용차,상해없음,여,9세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-10-08_15시,ID_6656
2016,남,37세,이륜차,상해없음,남,26세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-11-04_22시,ID_2082
2016,남,70세,승용차,상해없음,남,22세,자전거,경상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-09-15_15시,ID_3304
2016,남,21세,승용차,상해없음,남,59세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2016-06-06_17시,ID_3306
2020,남,30세,자전거,상해없음,남,70세,보행자,중상,차대사람 - 횡단중,보행자보호위반,맑음,2020-06-14_16시,ID_7066
2020,남,51세,화물차,상해없음,남,61세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-06-05_17시,ID_7411
2018,남,43세,승용차,상해없음,여,55세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2018-03-24_13시,ID_5430
2018,남,66세,승용차,상해없음,여,58세,자전거,경상,차대차 - 기타,교차로통행방법위반,비,2018-08-27_8시,ID_4895
2015,여,34세,승용차,상해없음,남,76세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,흐림,2015-06-01_20시,ID_995
2015,여,43세,승용차,상해없음,여,58세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-02-12_18시,ID_954
2017,남,15세,자전거,상해없음,남,50세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2017-08-08_21시,ID_3843
2015,남,50세,화물차,상해없음,여,66세,자전거,경상,차대차 - 기타,기타,맑음,2015-10-20_11시,ID_1502
2016,남,67세,승용차,상해없음,여,66세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-08-13_3시,ID_2401
2015,여,46세,승용차,경상,남,47세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-01-07_18시,ID_1888
2016,남,55세,자전거,상해없음,여,36세,보행자,경상,차대사람 - 차도통행중,안전운전불이행,맑음,2016-08-27_17시,ID_2124
2016,여,39세,승용차,상해없음,남,71세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-26_10시,ID_2736
2016,남,55세,승용차,상해없음,남,55세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-08-04_20시,ID_3076
2018,남,45세,자전거,부상신고,남,60세,자전거,중상,차대차 - 기타,안전거리미확보,맑음,2018-09-25_12시,ID_5434
2016,여,17세,자전거,상해없음,여,37세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2016-05-22_18시,ID_2437
2018,남,71세,자전거,상해없음,여,54세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2018-03-17_12시,ID_5490
2019,여,52세,승용차,상해없음,여,58세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-05_9시,ID_6693
2020,남,51세,자전거,상해없음,남,57세,보행자,중상,차대사람 - 횡단중,안전운전불이행,흐림,2020-07-19_21시,ID_6978
2016,남,36세,승용차,상해없음,남,45세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2016-02-26_18시,ID_3096
2020,남,48세,승용차,상해없음,여,62세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-02-01_9시,ID_7767
2020,남,67세,승용차,상해없음,남,43세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-09-01_22시,ID_6981
2016,여,40세,승용차,상해없음,여,50세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-25_22시,ID_2944
2017,남,66세,승용차,상해없음,여,32세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2017-10-13_23시,ID_3872
2016,남,56세,이륜차,상해없음,남,67세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,맑음,2016-01-06_6시,ID_2205
2019,남,51세,승합차,상해없음,남,14세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-06-11_20시,ID_6783
2015,남,29세,승용차,상해없음,여,22세,자전거,경상,차대차 - 기타,기타,맑음,2015-09-22_20시,ID_330
2019,남,52세,이륜차,상해없음,여,69세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-08-02_13시,ID_6793
2017,남,21세,자전거,부상신고,남,75세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-11-02_17시,ID_3912
2016,남,73세,승용차,상해없음,여,59세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2016-08-08_18시,ID_3307
2019,남,60세,승용차,상해없음,남,37세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-03-20_6시,ID_6324
2016,남,18세,자전거,상해없음,여,58세,보행자,경상,차대사람 - 횡단중,중앙선침범,맑음,2016-05-20_21시,ID_3109
2015,남,46세,승용차,상해없음,남,63세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-09-29_18시,ID_1303
2015,여,45세,자전거,상해없음,여,67세,보행자,중상,차대사람 - 차도통행중,안전운전불이행,맑음,2015-06-13_11시,ID_1249
2015,남,37세,승용차,상해없음,남,33세,자전거,중상,차대차 - 추돌 - 진행중,안전운전불이행,비,2015-07-07_22시,ID_2026
2019,여,41세,승용차,상해없음,여,48세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2019-02-09_19시,ID_6158
2016,남,56세,승용차,상해없음,여,61세,자전거,경상,차대차 - 추돌 - 진행중,안전운전불이행,비,2016-12-21_20시,ID_2589
2015,여,31세,승용차,상해없음,남,23세,자전거,경상,차대차 - 기타,교차로운행방법위반,맑음,2015-07-27_14시,ID_772
2016,남,46세,자전거,상해없음,여,43세,원동기장치자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-01-30_17시,ID_3572
2020,남,65세,승용차,상해없음,여,56세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-25_19시,ID_7027
2020,남,11세,자전거,상해없음,여,77세,보행자,중상,차대사람 - 횡단중,보행자보호위반,맑음,2020-10-04_17시,ID_7715
2019,남,47세,승용차,상해없음,여,62세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-06-08_14시,ID_6696
2015,남,48세,화물차,상해없음,남,65세,자전거,중상,차대차 - 추돌 - 진행중,신호위반,맑음,2015-06-03_23시,ID_1535
2020,여,61세,승용차,상해없음,남,42세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2020-10-07_12시,ID_7251
2019,남,37세,자전거,상해없음,남,46세,자전거,경상,차대차 - 정면충돌,안전운전불이행,맑음,2019-06-17_17시,ID_5789
2016,남,63세,승용차,상해없음,여,57세,자전거,경상,차대차 - 기타,신호위반,맑음,2016-02-09_19시,ID_2995
2019,남,40세,화물차,상해없음,여,23세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-08-17_10시,ID_6354
2016,남,18세,이륜차,상해없음,남,11세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2016-07-14_18시,ID_2136
2016,남,51세,승용차,상해없음,남,55세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-07-17_6시,ID_2745
2018,여,75세,자전거,경상,남,60세,자전거,경상,차대차 - 기타,안전거리미확보,맑음,2018-04-03_15시,ID_4825
2018,남,50세,승용차,상해없음,남,26세,자전거,중상,차대차 - 기타,기타,맑음,2018-12-09_23시,ID_5389
2015,남,52세,승용차,상해없음,여,76세,자전거,경상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2015-03-08_13시,ID_1867
2020,남,51세,자전거,상해없음,여,40세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2020-04-14_22시,ID_7661
2020,남,60세,승용차,상해없음,남,16세,자전거,중상,차대차 - 측면충돌,안전운전불이행,비,2020-06-29_20시,ID_7622
2015,남,76세,자전거,상해없음,남,52세,보행자,경상,차대사람 - 횡단중,안전운전불이행,흐림,2015-11-30_10시,ID_1142
2017,남,44세,승용차,상해없음,남,12세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-06-19_15시,ID_4554
2018,여,42세,승용차,상해없음,남,79세,자전거,중상,차대차 - 측면충돌,교차로통행방법위반,비,2018-06-19_16시,ID_5734
2020,남,38세,승용차,상해없음,남,73세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-06-05_16시,ID_7178
2016,여,43세,승용차,상해없음,남,27세,자전거,경상,차대차 - 측면직각충돌,직진우회전진행방해,맑음,2016-10-24_8시,ID_2108
2016,남,16세,자전거,상해없음,남,4세,보행자,경상,차대사람 - 횡단중,안전운전불이행,맑음,2016-09-24_21시,ID_2356
2015,남,45세,승용차,상해없음,남,15세,자전거,경상,차대차 - 추돌 - 주정차중,안전운전불이행,맑음,2015-07-03_7시,ID_684
2019,남,23세,자전거,상해없음,남,23세,이륜차,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-10-23_18시,ID_6171
2019,남,52세,승용차,상해없음,남,58세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2019-01-26_15시,ID_6456
2015,여,52세,승용차,상해없음,남,35세,자전거,경상,차대차 - 측면직각충돌,신호위반,맑음,2015-05-02_9시,ID_1630
2017,남,65세,승용차,상해없음,여,31세,자전거,중상,차대차 - 측면충돌,기타,맑음,2017-10-09_22시,ID_3645
2016,남,50세,승용차,상해없음,여,64세,자전거,중상,차대차 - 정면충돌,신호위반,맑음,2016-11-12_7시,ID_3519
2015,남,51세,승용차,상해없음,남,44세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-08-21_8시,ID_8
2019,남,47세,자전거,상해없음,여,36세,보행자,경상,차대사람 - 기타,기타,맑음,2019-05-31_17시,ID_6366
2019,남,68세,승용차,상해없음,남,58세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2019-10-09_18시,ID_6071
2017,남,51세,승용차,상해없음,남,55세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2017-05-14_5시,ID_3827
2017,남,54세,승합차,상해없음,남,24세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-10-24_19시,ID_4593
2017,남,63세,승용차,상해없음,여,75세,자전거,중상,차대차 - 측면충돌,교차로운행방법위반,맑음,2017-04-02_11시,ID_4648
2016,남,78세,승용차,상해없음,남,14세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-10-13_15시,ID_3382
2018,남,59세,승용차,상해없음,여,59세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-01-14_1시,ID_5223
2020,남,60세,자전거,부상신고,남,26세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-06-28_18시,ID_7093
2016,남,16세,자전거,상해없음,남,71세,보행자,중상,차대사람 - 기타,안전운전불이행,맑음,2016-05-17_7시,ID_3546
2018,남,37세,승용차,상해없음,남,51세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2018-05-14_23시,ID_5510
2018,남,41세,승용차,상해없음,남,8세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-06-20_17시,ID_5363
2019,남,32세,자전거,상해없음,여,57세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-09-17_19시,ID_6147
2018,남,36세,화물차,상해없음,여,34세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-05-14_15시,ID_5256
2015,남,61세,승용차,상해없음,남,35세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-05-25_1시,ID_285
2016,여,51세,승용차,상해없음,여,61세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-03-29_17시,ID_3451
2016,남,18세,자전거,부상신고,남,17세,보행자,경상,차대사람 - 길가장자리구역통행중,안전운전불이행,흐림,2016-06-05_22시,ID_2966
2020,남,71세,자전거,상해없음,여,80세,보행자,경상,차대사람 - 길가장자리구역통행중,안전운전불이행,맑음,2020-05-25_15시,ID_7219
2020,여,64세,자전거,상해없음,여,29세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-09-20_15시,ID_7013
2015,남,15세,자전거,상해없음,남,66세,보행자,경상,차대사람 - 기타,신호위반,맑음,2015-09-08_19시,ID_228
2015,남,33세,화물차,상해없음,남,24세,자전거,중상,차대차 - 기타,교차로운행방법위반,맑음,2015-08-14_8시,ID_770
2015,남,60세,화물차,상해없음,남,74세,자전거,중상,차대차 - 기타,신호위반,맑음,2015-01-15_9시,ID_559
2019,여,34세,승용차,상해없음,남,89세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2019-02-25_9시,ID_6447
2020,남,22세,승용차,상해없음,여,11세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-06-17_14시,ID_7340
2017,남,40세,승용차,상해없음,남,68세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2017-08-19_7시,ID_3718
2018,남,42세,승용차,상해없음,여,53세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-07-12_9시,ID_5246
2015,여,38세,승용차,상해없음,남,77세,자전거,중상,차대차 - 측면직각충돌,안전운전불이행,맑음,2015-08-27_10시,ID_1359
2018,남,57세,승용차,상해없음,남,68세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2018-07-03_10시,ID_5619
2015,남,53세,승용차,상해없음,남,56세,자전거,중상,차대차 - 기타,안전운전불이행,맑음,2015-04-06_6시,ID_2031
2020,여,39세,승용차,상해없음,여,64세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2020-05-08_14시,ID_7292
2018,남,63세,화물차,상해없음,남,80세,자전거,중상,차대차 - 측면충돌,안전운전불이행,맑음,2018-11-03_6시,ID_5178
2018,남,27세,승용차,상해없음,남,15세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2018-04-02_7시,ID_5076
2018,남,44세,자전거,상해없음,남,77세,보행자,경상,차대사람 - 기타,안전운전불이행,맑음,2018-07-07_19시,ID_5582
2017,남,22세,화물차,상해없음,남,53세,자전거,중상,차대차 - 측면충돌,신호위반,맑음,2017-10-12_21시,ID_3670
2020,남,29세,승용차,상해없음,여,69세,자전거,경상,차대차 - 측면충돌,안전운전불이행,맑음,2020-04-10_13시,ID_7053
2017,남,59세,승용차,상해없음,여,24세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2017-03-08_20시,ID_4566
2015,남,66세,승합차,상해없음,여,64세,자전거,경상,차대차 - 기타,안전운전불이행,맑음,2015-02-06_18시,ID_1615
2016,남,20세,자전거,상해없음,남,73세,자전거,경상,차대차 - 측면직각충돌,안전운전불이행,맑음,2016-04-22_17시,ID_3066
2017,남,60세,승용차,상해없음,남,47세,자전거,경상,차대차 - 측면충돌,기타,맑음,2017-05-22_8시,ID_3663
2018,남,59세,자전거,상해없음,남,40세,보행자,경상,차대사람 - 횡단중,신호위반,맑음,2018-03-23_7시,ID_4824
2018,남,39세,화물차,상해없음,남,63세,자전거,중상,차대차 - 정면충돌,안전운전불이행,맑음,2018-10-23_20시,ID_5366
2019,남,26세,승용차,기타불명,남,54세,자전거,경상,차대차 - 측면충돌,안전운전불이행,흐림,2019-09-08_20시,ID_6461
2020,남,41세,이륜차,상해없음,여,31세,자전거,경상,차대차 - 측면충돌,신호위반,맑음,2020-04-12_15시,ID_7599
