ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N
9333,A,Flight,6,4,144.0,4,low,F,5,4631,0
9704,F,Road,$7,3,274.0,5,low,F,9,1764,0
9350,F,Ship,$7,5,255.0,4,low,F,2,1826,1
3885,A,Ship,3,4,187.0,2,medium,M,4,5139,1
1082,F,Road,6,3,270.0,3,low,F,56,3251,1
2038,B,Road,4,1,280.0,3,medium,M,2,3366,1
7798,B,Road,5,3,193.0,4,medium,F,3,5026,0
4936,B,Flight,3,2,178.0,3,low,M,4,5119,1
5817,A,Ship,3,1,213.0,3,high,F,6,5535,0
9672,F,Ship,6,5,245.0,4,low,F,7,1521,0
8459,C,Ship,4,3,207.0,3,low,F,7,4220,1
1178,F,Ship,3,2,224.0,2,low,F,49,3749,1
1958,F,Ship,3,1,202.0,3,low,F,1,3738,1
8847,A,Ship,5,1,258.0,3,medium,F,8,5694,0
1752,F,Ship,4,4,136.0,3,low,M,6,1900,1
7825,D,Flight,3,2,142.0,3,low,M,9,4234,0
797,C,Road,4,4,248.0,4,low,F,49,2322,1
3908,F,Ship,3,1,229.0,3,low,M,5,4971,1
1776,F,Road,5,5,190.0,4,medium,M,12,2947,1
4493,C,Ship,4,4,252.0,4,medium,F,4,4832,0
5069,C,Flight,5,2,233.0,3,high,F,4,4140,0
9796,B,Ship,5,4,222.0,2,high,M,8,4996,1
1329,A,Ship,5,1,201.0,3,medium,F,65,2488,1
8771,C,Flight,3,4,251.0,3,medium,M,5,5608,1
4327,D,Ship,5,4,132.0,6,low,F,8,1327,1
2930,F,Ship,6,5,213.0,6,low,M,7,2709,1
589,D,Ship,3,1,201.0,6,medium,F,3,2497,1
3877,D,Ship,4,4,266.0,2,low,F,2,4290,0
2808,F,Ship,4,2,216.0,2,low,F,26,2431,1
3097,D,Ship,2,3,188.0,2,high,M,25,2033,1
5543,C,Ship,3,4,142.0,2,medium,F,7,5346,0
766,B,Ship,4,2,259.0,4,low,F,13,2495,1
10204,B,Ship,5,1,245.0,5,low,M,9,1694,1
257,C,Road,2,2,127.0,3,low,M,13,1128,1
7783,D,Road,3,3,196.0,3,low,M,9,4431,0
3283,D,Road,3,4,175.0,3,low,F,3,4449,0
9415,D,Ship,$7,1,301.0,4,low,M,10,1869,0
7061,C,Ship,3,1,173.0,3,low,F,3,4453,1
3481,D,Ship,4,1,258.0,3,medium,M,7,4159,0
7439,C,Ship,3,5,275.0,4,medium,M,10,5066,0
455,C,Ship,4,5,133.0,3,low,F,53,1467,1
8104,B,Ship,3,2,161.0,3,medium,F,1,5757,0
8793,A,Ship,3,1,160.0,3,medium,F,5,5524,0
3537,A,Road,4,5,259.0,2,low,M,7,4390,1
8939,C,Ship,5,3,162.0,4,low,F,6,1968,0
5753,C,Flight,4,4,236.0,3,low,M,10,4347,1
9421,D,Ship,6,2,292.0,4,medium,M,2,1149,1
2666,F,Ship,4,1,178.0,3,medium,M,9,1006,1
5802,F,Ship,6,5,176.0,3,low,F,10,5307,0
6847,D,Flight,4,2,250.0,3,low,M,5,4488,1
194,F,Ship,2,2,158.0,3,low,M,28,1968,1
10331,C,Ship,5,3,210.0,6,low,M,6,4203,1
2692,B,Ship,5,5,133.0,2,low,F,18,1134,1
3698,F,Flight,5,1,211.0,2,medium,M,1,5913,1
7129,D,Flight,3,3,203.0,3,medium,F,3,4196,0
7724,F,Ship,6,1,293.0,4,low,F,10,1534,1
3418,B,Road,5,3,194.0,4,low,F,2,5396,0
4864,B,Ship,4,1,241.0,4,medium,M,9,5360,0
476,F,Ship,4,5,133.0,3,low,M,59,1092,1
7390,B,Road,4,1,139.0,8,medium,M,6,5667,1
8209,D,Road,5,5,247.0,2,medium,M,5,4250,0
6183,A,Ship,5,5,269.0,3,low,F,5,5673,1
3099,A,Ship,5,4,157.0,4,low,M,58,1252,1
5189,C,Road,3,1,221.0,3,high,M,3,5005,1
4685,C,Ship,4,3,261.0,3,low,F,9,5994,1
4433,C,Ship,4,4,143.0,2,medium,F,3,5630,1
1721,C,Ship,2,1,177.0,4,low,M,63,1058,1
3853,D,Flight,6,4,148.0,4,low,F,10,5088,0
1491,A,Road,4,4,204.0,4,medium,F,35,2513,1
1241,C,Flight,4,5,210.0,4,medium,F,28,3905,1
5308,B,Ship,3,5,133.0,3,medium,M,7,4314,0
7756,B,Ship,6,3,250.0,4,low,M,9,1618,0
2156,F,Ship,4,3,212.0,4,low,M,28,2422,1
2714,F,Road,3,5,226.0,3,medium,M,55,2465,1
3449,C,Ship,2,3,144.0,4,low,F,10,4075,0
1028,F,Ship,3,1,146.0,3,medium,M,16,1714,1
4410,F,Ship,3,4,111.0,5,medium,F,1,4102,0
2116,B,Ship,3,3,162.0,2,medium,M,5,1202,1
4916,F,Road,3,2,252.0,3,medium,M,7,4507,0
9543,A,Ship,3,1,242.0,5,low,F,3,4026,0
8760,F,Road,3,2,199.0,2,medium,F,7,5531,1
4566,F,Ship,6,2,282.0,5,medium,M,5,1818,1
3260,F,Ship,3,3,202.0,3,medium,F,8,5486,1
5013,A,Ship,$7,3,278.0,4,low,F,8,1909,1
10935,A,Road,5,4,275.0,5,low,M,4,1522,1
8563,D,Ship,4,4,229.0,5,low,M,7,1049,1
414,F,Flight,4,1,215.0,2,low,M,32,3066,1
1929,A,Flight,5,5,177.0,2,high,F,31,2000,1
7064,F,Ship,3,3,179.0,3,low,F,9,4459,1
1097,C,Flight,5,2,265.0,3,low,F,12,2892,1
974,F,Flight,5,4,229.0,3,medium,M,29,2505,1
6320,F,Ship,4,3,252.0,3,medium,F,7,4852,0
9310,B,Road,5,1,274.0,2,high,F,8,4647,1
678,F,Road,6,4,160.0,2,low,F,31,1689,1
1672,B,Ship,3,2,192.0,3,low,F,19,3183,1
4373,C,Road,3,3,190.0,3,medium,M,2,4468,1
7625,C,Ship,5,1,210.0,2,low,M,2,4079,1
5941,D,Ship,4,5,212.0,2,medium,M,10,4552,0
7098,F,Road,5,1,238.0,3,high,M,2,5369,1
10323,A,Ship,2,1,96.0,2,high,F,9,4449,1
8361,A,Flight,6,2,243.0,4,high,M,2,1665,1
1136,F,Ship,6,1,257.0,3,medium,M,60,3416,1
1551,A,Ship,5,5,259.0,2,medium,M,63,2583,1
4859,C,Ship,5,4,193.0,4,high,F,4,5757,1
7215,A,Ship,6,1,273.0,4,low,M,3,1361,1
9894,F,Ship,5,5,211.0,3,medium,F,7,5983,1
2088,F,Ship,4,2,124.0,2,medium,M,50,1592,1
6317,C,Flight,$7,3,310.0,4,medium,F,8,1497,0
2464,B,Flight,5,5,216.0,6,low,M,54,2075,1
7374,F,Road,5,4,264.0,3,high,M,9,5841,1
5120,F,Ship,3,5,197.0,3,low,M,4,5423,0
2646,F,Ship,4,1,217.0,3,medium,M,2,2692,1
10158,F,Ship,4,5,163.0,3,medium,M,1,4049,1
4528,B,Flight,3,1,174.0,6,medium,F,4,4910,1
5413,D,Ship,3,2,177.0,4,low,F,3,5527,0
5665,D,Ship,4,5,216.0,4,medium,F,1,4458,1
6454,B,Flight,3,2,227.0,3,low,F,4,4450,0
5196,F,Road,3,4,284.0,10,low,M,8,4562,1
5075,C,Flight,4,5,217.0,4,medium,F,3,5966,0
248,F,Road,2,4,160.0,3,low,F,50,1030,1
9785,C,Ship,4,4,267.0,3,medium,M,9,5254,0
133,D,Flight,5,2,247.0,3,low,M,17,3889,1
7733,C,Ship,6,2,246.0,4,low,M,4,1555,0
7530,F,Road,5,2,204.0,5,low,M,3,5723,1
3597,A,Ship,4,2,271.0,3,low,M,9,4085,0
7960,B,Flight,6,4,247.0,4,low,M,7,1831,0
5262,F,Ship,6,4,304.0,4,low,F,2,1749,0
10834,B,Flight,6,5,258.0,5,low,F,1,5376,0
2502,F,Ship,2,1,252.0,2,low,M,35,2526,1
1650,F,Flight,3,4,204.0,3,medium,F,27,2772,1
8934,F,Ship,5,3,140.0,5,medium,F,6,1823,0
1282,B,Ship,3,3,110.0,3,low,M,7,1235,1
6540,F,Ship,6,2,300.0,5,low,M,3,1696,0
4619,C,Ship,3,4,171.0,3,low,F,5,5872,0
5588,F,Ship,4,5,263.0,3,medium,M,3,4020,0
1255,D,Ship,3,1,203.0,4,medium,M,12,2779,1
5205,A,Flight,5,2,248.0,3,medium,M,5,5946,0
3659,C,Ship,3,2,243.0,3,medium,F,8,4093,0
7168,B,Ship,5,3,255.0,5,medium,F,10,1886,0
5654,F,Ship,5,3,189.0,3,medium,F,7,5830,1
6197,C,Ship,3,4,238.0,2,medium,F,1,4991,1
1276,B,Ship,4,3,210.0,2,medium,M,22,3124,1
5520,F,Ship,3,5,222.0,2,low,M,9,1321,0
8391,A,Ship,3,1,133.0,3,medium,F,5,4538,0
10393,D,Road,4,2,156.0,3,medium,M,1,4097,1
10192,B,Ship,$7,3,306.0,4,low,F,4,1630,0
7437,A,Ship,6,1,232.0,5,high,M,10,4345,0
1597,D,Ship,5,2,261.0,3,low,M,62,3352,1
6367,D,Ship,3,5,227.0,3,high,M,9,4892,1
10821,A,Flight,4,1,157.0,5,low,M,10,4871,0
3956,F,Road,4,1,224.0,5,low,F,7,5738,0
10648,B,Ship,3,3,223.0,10,low,F,7,4273,1
8446,B,Ship,3,5,142.0,2,low,M,6,5974,1
10712,F,Ship,4,3,263.0,6,medium,M,10,1345,1
609,A,Ship,4,4,224.0,3,high,M,60,3145,1
9239,C,Ship,4,3,257.0,3,medium,M,1,5717,1
6271,D,Ship,6,4,293.0,6,low,F,7,1117,1
391,D,Road,4,1,259.0,3,low,M,20,2154,1
9356,F,Ship,6,4,257.0,4,low,F,4,1451,0
1004,F,Ship,3,3,254.0,3,medium,M,3,2837,1
3474,F,Ship,3,2,204.0,4,low,M,4,4745,0
2618,F,Flight,4,2,273.0,2,low,F,9,3383,1
3804,F,Ship,3,4,196.0,3,medium,M,8,5204,0
4010,F,Ship,5,1,185.0,2,medium,F,10,5973,1
3701,C,Flight,3,4,183.0,3,low,F,1,5959,1
10812,F,Road,5,1,162.0,3,low,F,4,5869,1
7716,F,Ship,5,5,262.0,5,low,M,6,1887,1
2983,D,Ship,3,5,126.0,2,low,F,63,1141,1
9845,C,Road,2,2,174.0,3,low,F,3,5348,0
2488,B,Ship,5,2,132.0,2,medium,M,8,1665,1
10495,D,Ship,3,4,148.0,3,medium,M,7,4531,0
1738,B,Ship,4,1,144.0,2,high,M,35,1072,1
7564,B,Ship,4,5,275.0,5,low,F,6,4450,0
6115,D,Ship,3,2,204.0,3,low,F,8,4586,1
5480,F,Flight,3,2,209.0,2,medium,M,6,5095,1
9908,F,Ship,3,1,243.0,3,medium,M,6,5371,0
9170,F,Road,6,1,277.0,5,low,F,2,1190,1
10716,F,Ship,5,2,254.0,5,medium,F,4,1926,0
3179,C,Ship,4,3,237.0,6,low,M,8,5588,0
7954,B,Flight,3,2,183.0,5,low,M,3,1336,1
10931,C,Ship,4,4,253.0,5,low,F,2,1709,0
10540,B,Road,4,1,171.0,3,medium,M,10,5971,0
10060,B,Ship,4,5,155.0,3,low,F,10,5315,1
7365,A,Ship,4,1,263.0,2,low,F,5,4010,1
4481,C,Ship,2,1,210.0,2,medium,F,6,5250,0
4511,C,Road,4,2,108.0,10,medium,M,5,4645,0
8634,F,Flight,5,1,235.0,5,low,F,10,1920,0
2627,C,Ship,3,3,156.0,3,high,F,20,1305,1
909,A,Ship,4,1,235.0,4,low,M,22,2066,1
7957,D,Flight,5,5,229.0,6,low,F,6,1857,0
8688,F,Ship,5,1,176.0,3,low,M,3,5919,0
8593,D,Ship,4,1,167.0,4,high,M,7,5264,0
9306,F,Road,6,3,199.0,4,medium,F,1,5204,0
8352,F,Road,6,2,248.0,4,low,F,10,1563,1
8439,A,Ship,6,5,246.0,5,high,F,3,4660,1
2886,F,Flight,4,1,253.0,3,low,M,36,2591,1
703,D,Ship,3,4,265.0,8,low,F,35,3299,1
2834,F,Ship,4,1,165.0,4,medium,F,34,1831,1
10724,F,Ship,5,5,221.0,5,low,M,7,1958,1
859,D,Ship,4,3,119.0,5,medium,M,5,1841,1
8858,F,Ship,6,4,137.0,8,low,F,9,4374,1
5393,C,Ship,2,3,257.0,2,low,F,1,5331,1
5829,A,Ship,3,3,261.0,4,low,F,9,4529,1
1915,D,Flight,5,2,223.0,3,low,F,51,3687,1
7290,F,Ship,5,3,202.0,2,low,F,6,5716,0
8546,F,Ship,2,4,245.0,2,medium,F,3,5850,1
7088,F,Ship,3,3,239.0,3,low,M,8,5366,1
7475,C,Ship,5,4,263.0,4,low,F,2,1625,0
2064,F,Flight,4,1,124.0,2,medium,M,22,1714,1
6159,A,Road,4,5,182.0,3,medium,F,2,4473,0
1512,F,Flight,4,4,207.0,3,low,M,20,2637,1
3935,C,Ship,6,5,178.0,3,low,F,5,4096,0
5045,C,Road,3,5,242.0,2,low,F,6,5635,0
4893,A,Ship,5,1,246.0,3,low,F,3,5013,0
4546,B,Ship,$7,1,250.0,5,medium,M,8,1776,0
1618,B,Road,3,2,204.0,3,medium,M,48,2792,1
2924,F,Ship,4,3,134.0,3,high,F,22,1629,1
7090,B,Ship,3,3,203.0,3,medium,F,8,5929,0
4226,F,Road,4,4,217.0,2,low,M,6,4029,1
676,B,Road,4,4,227.0,3,medium,F,1,2761,1
5441,C,Ship,3,1,225.0,2,high,M,6,5274,1
3030,F,Flight,3,2,224.0,3,low,M,40,2180,1
10624,B,Ship,5,5,161.0,3,high,F,7,5338,1
5532,F,Ship,6,1,308.0,4,medium,M,1,1216,1
4897,D,Ship,3,1,264.0,4,low,M,10,4265,0
10164,F,Ship,6,1,269.0,6,medium,F,2,5363,0
1377,A,Flight,5,1,274.0,3,medium,M,58,2098,1
6382,B,Ship,4,3,271.0,2,medium,M,9,4967,1
4959,A,Ship,5,4,250.0,6,low,F,1,4343,0
3478,B,Ship,5,2,196.0,3,low,F,4,4271,0
8533,D,Ship,4,1,243.0,5,medium,F,1,4624,1
8071,D,Road,6,3,217.0,6,medium,M,3,4209,0
4866,F,Ship,4,5,261.0,2,medium,M,6,5920,0
816,F,Road,4,2,200.0,4,low,M,43,2747,1
8925,A,Ship,6,1,307.0,4,low,F,3,1977,0
1252,B,Ship,3,1,254.0,3,medium,M,6,3496,1
9699,A,Ship,4,2,231.0,5,low,F,2,1465,1
10039,D,Ship,2,2,221.0,2,medium,F,3,4500,1
6478,B,Ship,3,3,261.0,8,medium,M,3,4007,1
10383,A,Ship,4,3,207.0,2,medium,M,5,4286,0
5249,C,Ship,4,1,229.0,4,medium,F,2,5378,1
6096,F,Ship,6,4,195.0,5,high,F,10,4225,0
6019,D,Road,6,5,278.0,4,medium,F,6,1140,0
8416,B,Ship,4,1,260.0,5,low,M,1,5559,1
7942,B,Flight,4,3,225.0,8,low,M,8,4718,1
8931,A,Ship,6,3,273.0,5,low,M,8,1746,1
6668,F,Ship,3,3,152.0,2,medium,M,3,4193,1
1996,B,Ship,4,5,177.0,2,low,M,47,1536,1
9295,D,Road,4,2,217.0,2,low,M,4,5539,0
6469,D,Ship,3,5,206.0,2,low,F,4,4080,0
6692,F,Road,6,1,259.0,3,low,F,3,5683,0
9564,F,Road,4,5,191.0,2,low,M,10,5068,1
9042,F,Flight,3,4,181.0,3,low,M,10,5276,1
4265,C,Ship,5,4,178.0,6,medium,M,10,5197,0
2910,F,Ship,4,3,244.0,2,low,M,17,3125,1
4087,D,Road,4,4,164.0,2,low,F,9,1949,1
4229,C,Road,6,5,220.0,3,medium,M,1,5508,0
4385,C,Flight,3,3,134.0,2,high,M,1,5646,0
7624,B,Ship,5,5,183.0,3,medium,F,3,4071,1
10929,A,Ship,3,5,278.0,4,medium,F,8,1785,0
6749,C,Ship,2,1,248.0,6,low,F,2,5182,0
4061,C,Ship,4,5,209.0,2,low,F,8,4047,0
9012,F,Ship,3,5,264.0,4,medium,F,8,4324,0
10222,B,Ship,4,5,237.0,5,low,F,9,1978,1
1930,B,Flight,2,5,193.0,5,medium,F,13,2882,1
6015,A,Road,2,3,211.0,3,low,F,8,1172,0
10609,D,Ship,3,1,133.0,3,low,F,10,5640,0
1480,B,Ship,3,5,225.0,3,medium,M,8,3813,1
3743,C,Ship,4,5,231.0,3,low,M,4,5089,1
62,F,Ship,3,3,179.0,3,medium,M,52,1158,1
6536,F,Ship,3,2,194.0,3,low,F,3,5779,1
3045,A,Ship,4,4,243.0,3,low,M,10,3327,1
9602,F,Flight,3,1,246.0,3,low,F,10,4707,1
9879,A,Flight,4,2,258.0,5,medium,M,2,1494,0
3498,F,Ship,3,4,204.0,2,low,F,10,5844,1
3745,D,Ship,6,4,256.0,4,high,M,2,5021,0
1748,F,Ship,4,5,263.0,2,low,M,62,2267,1
8964,F,Ship,5,2,183.0,5,high,F,8,4820,0
10792,B,Ship,4,2,259.0,5,medium,M,7,1042,1
3762,F,Ship,3,1,252.0,3,high,F,6,5101,0
373,D,Ship,4,5,188.0,3,low,M,38,3031,1
3775,D,Ship,4,2,204.0,2,low,F,1,4533,0
4525,D,Flight,2,4,170.0,5,low,M,10,5448,0
4748,F,Ship,5,5,232.0,7,medium,M,6,5139,0
714,F,Ship,3,3,273.0,2,medium,F,16,2466,1
7297,D,Ship,3,5,196.0,3,high,F,4,4569,0
6918,F,Ship,2,2,181.0,2,low,F,6,1324,1
3870,F,Ship,5,5,253.0,2,medium,F,2,4364,0
1975,D,Ship,5,3,242.0,3,low,M,58,3411,1
5897,C,Flight,4,2,252.0,3,low,F,1,4176,0
5298,F,Ship,3,2,263.0,3,medium,F,3,4181,0
10867,D,Ship,4,3,185.0,2,low,M,3,5914,1
698,F,Flight,3,5,151.0,2,low,F,16,1422,1
3217,D,Ship,3,4,154.0,2,medium,M,5,5735,1
8959,D,Ship,4,2,261.0,2,medium,F,4,5926,1
2435,C,Ship,3,5,181.0,2,low,M,29,2217,1
6765,A,Ship,6,4,172.0,6,medium,F,10,5554,1
10841,C,Ship,3,1,139.0,2,medium,M,2,4534,0
6762,F,Ship,5,3,253.0,3,low,F,3,5944,1
8750,F,Road,4,2,133.0,3,medium,F,5,5950,0
5940,F,Ship,4,4,274.0,2,low,F,7,4873,1
6956,F,Ship,5,2,257.0,3,low,F,2,4677,1
9391,D,Ship,2,3,224.0,2,low,F,5,5050,0
7438,B,Ship,5,2,145.0,6,medium,M,9,4243,0
662,F,Road,5,3,146.0,4,low,M,5,1718,1
10032,F,Ship,4,1,139.0,3,medium,F,7,4275,0
7916,F,Ship,3,1,213.0,2,low,M,6,4747,0
6614,F,Ship,5,1,276.0,5,medium,M,5,1358,1
5874,F,Road,2,4,242.0,3,medium,M,8,4898,0
5467,D,Road,6,1,282.0,4,medium,M,4,1716,0
3874,B,Ship,4,5,216.0,3,medium,M,1,5167,1
6150,F,Road,4,5,252.0,2,high,F,6,4147,1
1438,B,Ship,4,3,153.0,3,medium,M,2,1095,1
10054,B,Ship,3,4,270.0,3,medium,F,10,5417,0
6036,F,Flight,5,2,130.0,4,medium,F,1,1877,0
1022,F,Ship,3,1,226.0,2,low,M,18,2319,1
3111,A,Ship,4,4,146.0,4,low,M,12,1899,1
8423,C,Ship,5,2,208.0,3,low,M,6,4744,1
3420,F,Road,5,5,158.0,3,medium,M,7,5559,1
5353,D,Flight,5,4,235.0,2,medium,M,9,5549,0
8552,F,Ship,6,3,287.0,4,low,M,3,1824,0
3760,B,Ship,2,3,230.0,3,low,F,4,5127,0
8874,F,Ship,$7,1,307.0,4,low,M,2,1983,0
10265,C,Road,3,4,136.0,3,low,F,4,5368,0
6784,B,Ship,5,2,249.0,3,low,M,9,5978,1
2382,F,Ship,3,5,119.0,3,medium,M,7,1021,1
9540,F,Ship,5,4,275.0,2,medium,M,7,5292,0
7167,A,Ship,5,4,261.0,5,low,M,2,1409,0
5238,F,Ship,3,1,176.0,3,low,F,7,4276,0
357,A,Ship,3,4,198.0,2,low,M,25,2774,1
9934,B,Ship,5,5,235.0,5,low,M,4,1758,0
3367,D,Ship,5,4,273.0,3,medium,F,2,5672,1
2902,B,Ship,4,1,216.0,4,low,M,4,2263,1
8908,B,Flight,2,2,310.0,3,low,M,1,1549,1
10639,D,Ship,4,3,163.0,4,medium,M,5,5593,0
5602,B,Road,4,3,138.0,3,high,M,2,5358,0
5913,A,Ship,5,1,193.0,4,medium,F,10,5280,0
1356,F,Road,3,4,218.0,3,medium,F,4,3534,1
2900,F,Ship,3,2,175.0,2,medium,F,12,1817,1
629,C,Ship,6,1,104.0,4,medium,F,23,1442,1
815,C,Road,4,4,161.0,3,high,F,59,1165,1
4156,B,Ship,5,3,188.0,2,low,M,6,4840,0
8201,C,Road,3,3,169.0,3,low,F,7,5976,0
1044,F,Ship,4,2,251.0,2,low,M,53,2673,1
1408,B,Ship,4,4,185.0,3,low,M,13,2080,1
4305,A,Ship,4,4,163.0,2,low,F,9,4720,0
10684,B,Flight,3,3,176.0,8,medium,M,10,4376,1
7845,A,Ship,3,5,192.0,2,low,F,7,5069,1
9814,B,Ship,5,1,229.0,4,medium,M,1,4584,1
7317,A,Ship,5,1,241.0,3,low,F,7,5134,1
3320,F,Ship,4,4,159.0,2,medium,F,6,5221,0
2998,B,Road,4,2,185.0,4,medium,F,36,2583,1
5674,B,Ship,3,1,175.0,3,medium,F,9,5797,0
6500,F,Ship,6,1,287.0,4,medium,F,1,1581,0
5778,F,Ship,6,5,304.0,4,low,M,8,1755,1
1328,F,Ship,4,5,113.0,6,medium,M,25,1538,1
7165,D,Ship,5,4,225.0,5,low,M,7,1476,0
30,F,Ship,5,4,183.0,2,low,F,36,3819,1
1733,C,Ship,4,3,139.0,3,medium,F,47,1323,1
6314,F,Flight,4,4,256.0,5,low,M,9,1622,1
6136,B,Ship,4,3,162.0,3,low,M,4,5913,1
847,D,Ship,4,4,140.0,3,medium,M,11,1911,1
9213,A,Ship,4,5,188.0,3,medium,M,8,4125,0
2263,D,Ship,3,3,114.0,6,low,F,26,1825,1
2604,F,Flight,4,5,194.0,2,high,M,44,2651,1
6392,F,Ship,3,2,239.0,3,low,F,10,4486,0
2124,F,Ship,3,2,238.0,2,low,F,29,3728,1
1117,D,Ship,4,2,182.0,3,low,M,58,3943,1
105,A,Ship,3,3,218.0,3,low,M,3,2255,1
9685,D,Ship,6,1,303.0,4,low,F,9,1080,0
2261,C,Ship,3,2,208.0,4,medium,M,52,2900,1
2588,F,Road,5,4,211.0,6,low,M,33,3955,1
6689,C,Road,3,1,236.0,6,medium,F,10,4858,0
7618,B,Ship,5,1,256.0,4,medium,F,5,4970,1
4105,D,Road,4,4,186.0,2,low,F,1,4519,0
836,F,Flight,3,5,218.0,4,medium,M,60,3048,1
1218,F,Road,4,3,135.0,2,medium,F,37,1597,1
10975,D,Flight,5,2,219.0,5,low,F,9,1505,0
924,F,Ship,3,3,265.0,4,low,M,47,2557,1
5254,B,Ship,6,4,275.0,4,low,M,10,1266,1
4455,A,Ship,3,1,171.0,2,medium,F,7,4010,1
1643,C,Flight,5,3,259.0,3,low,F,45,3335,1
2356,B,Ship,4,3,228.0,4,low,M,61,3583,1
5288,F,Ship,4,1,268.0,3,medium,M,6,4681,1
8629,D,Flight,5,5,225.0,5,low,M,7,1168,0
6476,F,Ship,3,2,270.0,6,medium,F,10,4725,1
10152,F,Flight,5,4,235.0,5,low,F,8,1549,0
9730,B,Flight,4,1,154.0,4,medium,M,1,5480,0
1187,C,Ship,4,4,135.0,10,medium,F,57,1361,1
7300,B,Ship,5,4,250.0,4,low,M,2,4183,0
6785,C,Ship,3,1,220.0,3,medium,F,6,5319,0
9900,F,Ship,3,1,109.0,6,low,F,6,5457,1
905,C,Ship,5,5,236.0,3,medium,F,62,3365,1
7196,F,Ship,6,1,306.0,4,medium,M,8,1378,0
656,F,Ship,2,3,264.0,2,low,F,63,2896,1
2833,D,Ship,2,2,168.0,5,medium,F,1,1885,1
1065,A,Ship,3,2,147.0,4,low,M,13,1657,1
2392,B,Ship,3,1,200.0,2,low,F,44,2651,1
10655,C,Ship,5,1,251.0,4,low,M,1,5011,1
773,C,Ship,3,5,193.0,3,low,F,47,3523,1
5030,F,Ship,6,5,294.0,4,medium,F,2,1273,1
10705,D,Ship,5,1,257.0,5,medium,M,1,1619,0
2774,F,Ship,5,5,171.0,3,high,M,14,1554,1
2791,D,Ship,2,5,282.0,5,low,M,63,1173,1
1571,C,Ship,3,3,201.0,4,medium,M,7,2299,1
2711,C,Ship,3,1,181.0,3,medium,M,29,2981,1
35,C,Ship,4,2,227.0,4,medium,F,22,2460,1
6046,B,Ship,6,2,286.0,4,low,F,4,1594,0
3228,F,Ship,3,3,205.0,3,low,M,10,5714,0
1914,F,Flight,4,3,246.0,2,low,M,60,2086,1
8912,F,Flight,6,5,243.0,4,low,F,6,1898,1
9088,B,Ship,3,3,250.0,3,low,M,9,4993,0
3492,F,Ship,4,2,223.0,3,medium,M,3,5121,0
7976,F,Ship,4,3,97.0,6,low,F,4,4375,0
1574,F,Ship,5,3,156.0,3,medium,M,58,1218,1
9997,D,Flight,3,1,265.0,3,medium,F,10,4244,0
688,B,Flight,4,5,273.0,2,high,M,63,3516,1
5704,B,Ship,5,5,248.0,2,low,M,4,5587,0
4888,B,Ship,5,2,225.0,4,low,M,1,4328,1
8535,A,Ship,4,3,134.0,4,low,F,5,4507,1
9893,C,Ship,4,1,171.0,2,medium,F,10,4536,0
2327,C,Flight,2,5,202.0,3,low,M,50,2587,1
8675,C,Ship,4,5,148.0,3,medium,F,5,5216,0
4765,D,Ship,3,4,191.0,2,medium,M,8,5667,1
763,D,Ship,6,5,176.0,4,medium,M,31,1262,1
10694,F,Flight,4,3,261.0,10,low,F,6,4347,1
10084,B,Ship,5,1,233.0,3,low,F,6,5560,0
5319,A,Road,6,4,143.0,4,medium,M,4,4401,0
3562,B,Flight,3,3,121.0,2,low,M,10,5130,1
10939,D,Road,4,2,255.0,5,medium,M,2,1186,1
6233,C,Ship,3,3,146.0,3,medium,F,4,5384,0
933,A,Road,3,5,242.0,3,medium,F,3,2268,1
4631,C,Ship,5,2,230.0,2,medium,M,9,4483,0
9524,F,Ship,3,3,222.0,4,low,F,6,5284,1
3620,F,Ship,3,1,210.0,2,low,M,9,4580,0
235,D,Ship,2,1,139.0,3,low,F,39,1582,1
10058,F,Ship,4,2,210.0,2,medium,F,1,5437,1
10111,D,Ship,5,4,196.0,2,medium,M,2,5515,0
1921,D,Flight,4,5,232.0,2,low,F,21,3128,1
10453,D,Ship,5,5,234.0,5,medium,M,9,1812,0
2430,F,Ship,3,2,143.0,3,low,F,58,1785,1
1111,D,Flight,5,1,196.0,3,medium,M,24,2957,1
5348,F,Flight,4,5,260.0,3,high,M,10,4919,0
5889,A,Flight,5,2,162.0,4,medium,M,7,5477,1
5226,F,Ship,5,1,171.0,5,medium,F,2,5921,1
10838,F,Flight,3,4,212.0,2,low,M,7,4742,0
1894,B,Road,4,3,190.0,10,low,M,34,3935,1
9537,A,Ship,3,2,222.0,4,medium,M,10,5720,0
8954,F,Ship,2,2,98.0,5,medium,M,10,4368,0
9060,F,Ship,3,2,199.0,3,medium,F,10,5768,1
3373,D,Ship,3,2,234.0,4,high,F,7,4568,1
6717,A,Flight,3,5,260.0,3,medium,M,7,5379,1
264,F,Road,3,2,226.0,2,medium,M,45,1446,1
2520,F,Ship,2,4,223.0,3,medium,F,19,3356,1
5706,F,Ship,4,5,164.0,3,high,M,3,4454,0
6996,F,Flight,4,1,267.0,2,medium,M,9,5230,1
10437,A,Ship,5,4,171.0,3,low,F,1,5011,0
2399,C,Ship,6,3,195.0,2,medium,M,21,3869,1
8677,D,Ship,3,1,207.0,4,low,F,9,5889,0
5429,C,Ship,5,2,121.0,5,medium,F,10,4790,0
