ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Reached.on.Time_Y.N
9155,C,Road,6,5,285,4,medium,F,5,1
944,F,Road,4,2,186,10,low,M,45,1
7926,F,Road,4,1,208,2,low,F,5,1
10788,F,Ship,4,2,169,3,medium,F,7,0
8666,F,Ship,4,4,201,3,low,F,2,0
8934,F,Ship,5,3,140,5,medium,F,6,0
4710,F,Ship,5,2,167,4,low,M,10,0
2121,A,Ship,5,4,177,2,low,M,14,1
8770,B,Flight,5,2,174,5,medium,M,8,0
710,F,Ship,$7,1,192,3,low,M,38,1
2900,F,Ship,3,2,175,2,medium,F,12,1
2528,F,Ship,3,5,198,3,low,M,2,1
7649,C,Road,4,4,262,2,medium,M,1,0
8209,D,Road,5,5,247,2,medium,M,5,0
4988,F,Ship,6,4,260,4,medium,M,1,0
7463,C,Ship,5,1,255,5,medium,M,9,1
4203,A,Ship,3,2,168,3,medium,M,2,0
3317,C,Ship,3,5,132,2,low,M,10,1
10332,F,Ship,4,5,161,3,medium,F,2,0
2633,C,Ship,4,5,244,3,low,F,49,1
5200,B,Road,5,4,249,3,high,F,2,1
7101,A,Road,5,4,262,6,medium,F,1,0
7280,F,Ship,4,4,209,2,medium,F,3,0
8917,D,Flight,4,3,246,5,medium,M,10,1
2336,F,Flight,5,5,273,3,medium,F,18,1
10731,A,Ship,4,1,253,5,low,F,1,0
7906,B,Ship,3,2,139,3,medium,M,4,0
1321,D,Ship,5,1,134,3,high,F,12,1
1356,F,Road,3,4,218,3,medium,F,4,1
5288,F,Ship,4,1,268,3,medium,M,6,1
1564,B,Ship,3,1,145,2,high,M,25,1
9682,B,Ship,4,3,232,5,low,F,9,0
3682,B,Road,4,2,186,3,low,M,6,0
5019,A,Ship,$7,1,306,4,medium,M,5,0
9136,B,Ship,6,5,253,4,medium,M,8,1
10189,D,Ship,5,4,243,5,medium,F,4,0
7552,B,Flight,4,1,205,2,low,M,10,0
9153,A,Road,$7,2,267,4,medium,M,8,0
10924,B,Ship,5,5,221,5,low,F,3,0
4093,D,Road,6,1,127,3,low,F,8,1
1389,A,Ship,5,1,230,3,low,F,43,1
6348,F,Ship,4,4,198,2,low,M,6,0
4841,C,Ship,6,4,260,5,medium,M,2,1
6818,F,Ship,$7,2,302,4,low,M,6,0
6594,F,Ship,5,4,281,4,medium,M,8,0
4552,B,Ship,6,2,310,4,medium,F,5,1
4746,F,Ship,3,2,144,3,high,M,1,0
3275,C,Road,3,5,237,3,low,M,4,1
8056,B,Ship,3,5,212,3,medium,M,7,1
4450,B,Ship,4,3,198,3,medium,F,1,1
2326,B,Flight,4,4,141,2,low,F,30,1
1727,C,Ship,5,2,150,3,medium,M,63,1
1273,D,Ship,3,5,257,3,low,F,52,1
1095,A,Flight,3,1,185,3,medium,M,3,1
5037,A,Ship,6,3,271,4,medium,F,1,0
6507,A,Ship,4,4,264,6,low,F,6,0
7180,B,Ship,5,5,263,4,low,F,9,0
1298,F,Ship,4,4,158,2,medium,M,15,1
5832,F,Ship,3,5,269,5,low,M,6,1
5017,D,Ship,2,3,198,2,medium,F,6,1
751,D,Ship,3,3,143,3,medium,M,23,1
1644,F,Flight,3,3,153,2,low,F,39,1
10256,F,Road,4,3,173,3,low,M,4,1
4474,B,Ship,3,1,173,2,low,M,10,1
10880,F,Ship,5,3,265,2,low,F,4,1
8960,F,Ship,5,1,167,3,low,M,9,0
7881,A,Ship,2,2,220,3,low,M,1,0
7836,F,Ship,3,5,139,2,low,F,6,0
3513,A,Ship,3,1,243,3,low,F,2,0
7805,C,Flight,3,3,244,4,medium,M,10,0
3109,D,Ship,4,3,190,4,medium,M,12,1
8703,A,Ship,4,3,228,3,medium,F,1,1
1493,C,Road,5,1,105,5,low,M,1,1
10293,A,Ship,4,2,210,3,medium,F,10,0
10301,C,Ship,4,2,207,3,medium,F,5,1
7479,A,Ship,5,5,245,5,low,F,1,1
3364,B,Ship,5,2,244,3,low,M,2,0
4105,D,Road,4,4,186,2,low,F,1,0
7547,C,Flight,5,5,171,3,medium,F,6,1
4571,C,Ship,3,5,134,2,low,F,4,0
8648,F,Flight,6,1,285,4,low,F,3,1
1917,A,Flight,2,5,189,2,low,M,38,1
6638,F,Ship,3,4,153,4,low,M,5,1
2152,B,Ship,5,1,155,2,medium,F,40,1
613,D,Ship,4,3,187,3,low,M,61,1
1332,F,Ship,4,4,255,2,medium,M,29,1
1852,B,Ship,3,1,169,10,medium,F,15,1
6957,A,Ship,3,1,186,3,high,F,1,1
3770,F,Ship,3,1,196,3,medium,M,8,0
8540,F,Ship,5,4,211,3,low,M,9,0
121,D,Road,4,2,183,3,low,F,33,1
8421,A,Ship,5,3,199,3,low,F,3,1
4667,C,Flight,3,5,202,3,low,M,2,0
2084,F,Ship,5,5,265,3,medium,M,46,1
7074,F,Ship,4,3,195,4,medium,F,1,0
2376,F,Ship,3,2,183,3,medium,F,25,1
5038,B,Ship,6,2,244,4,medium,F,1,1
845,C,Ship,4,2,139,5,low,F,52,1
5270,F,Ship,6,4,264,4,low,M,1,1
5523,A,Ship,4,2,133,3,low,M,2,1
10436,F,Ship,3,3,232,5,medium,M,10,0
9044,F,Flight,5,5,225,4,high,F,3,1
7459,D,Ship,4,4,228,5,low,M,6,1
10996,B,Ship,4,1,232,5,medium,F,6,0
57,A,Ship,3,3,238,3,low,F,61,1
1838,F,Ship,4,5,217,4,medium,M,37,1
2271,A,Ship,4,2,251,3,low,F,10,1
10716,F,Ship,5,2,254,5,medium,F,4,0
4131,A,Ship,6,3,100,4,low,M,3,0
6094,B,Ship,4,2,183,2,low,F,8,0
5195,C,Road,4,2,262,3,low,F,9,0
3188,F,Ship,5,5,231,7,high,M,6,0
8622,F,Road,4,2,246,5,low,M,9,1
6641,C,Ship,4,1,156,2,low,M,8,0
6384,F,Ship,6,5,261,5,low,M,1,0
3850,B,Flight,3,3,221,2,medium,F,5,1
7973,C,Ship,4,3,239,2,medium,F,7,0
9804,F,Ship,3,4,244,3,medium,M,4,0
10076,F,Ship,4,4,221,4,low,F,2,1
1178,F,Ship,3,2,224,2,low,F,49,1
5421,A,Ship,3,3,234,3,low,F,8,1
4732,B,Ship,6,3,274,6,medium,F,2,0
6821,C,Ship,4,4,273,5,low,M,10,0
4032,F,Ship,6,5,98,3,low,F,8,0
9099,A,Ship,6,5,298,4,medium,F,5,0
8225,C,Flight,3,4,138,3,medium,F,10,1
4651,D,Road,3,2,180,2,high,F,8,0
4845,A,Ship,5,3,263,2,low,M,3,1
892,B,Ship,3,4,255,4,low,F,12,1
3722,F,Ship,5,2,230,4,low,F,4,1
5975,C,Ship,4,3,274,2,low,M,1,0
3991,D,Ship,6,3,205,3,low,M,10,0
5043,A,Road,6,3,247,4,medium,F,9,0
7622,F,Ship,3,4,145,4,high,M,4,0
2737,D,Flight,3,3,191,4,medium,F,17,1
766,B,Ship,4,2,259,4,low,F,13,1
8230,B,Flight,4,2,282,4,medium,M,5,1
5445,A,Ship,5,1,217,2,medium,M,6,0
1465,D,Ship,3,2,226,3,low,M,11,1
1169,C,Ship,4,3,177,4,low,M,38,1
2938,B,Ship,3,2,213,4,low,M,53,1
9417,A,Ship,5,4,236,5,low,M,6,1
127,D,Road,4,5,220,3,medium,M,40,1
4540,B,Ship,2,4,255,7,low,M,10,0
5113,D,Ship,4,3,196,2,medium,F,4,1
3267,A,Road,3,1,216,4,medium,F,4,0
7994,F,Ship,4,2,254,7,low,F,6,0
7231,D,Ship,4,3,171,2,medium,M,10,0
7065,A,Ship,3,1,101,5,low,F,3,0
955,D,Flight,3,1,214,2,low,F,50,1
978,F,Ship,4,5,223,3,medium,F,63,1
8055,A,Ship,5,1,267,5,medium,F,10,0
5629,D,Flight,5,4,135,2,low,M,5,0
9471,A,Ship,3,3,251,3,low,M,8,0
266,F,Road,$7,2,203,5,medium,F,61,1
9503,C,Ship,3,4,193,6,low,M,2,0
4698,F,Ship,4,4,266,2,low,F,5,0
5865,A,Road,4,3,134,2,low,F,2,0
4497,A,Road,4,2,223,4,low,M,2,0
10659,A,Ship,5,4,260,5,low,F,2,1
5375,C,Ship,3,1,219,2,medium,F,10,1
5006,F,Ship,4,4,227,2,low,F,7,0
8656,B,Ship,$7,1,245,4,medium,M,4,1
7508,F,Ship,5,2,248,5,medium,F,9,0
5386,B,Ship,3,2,238,4,low,F,7,0
10919,C,Ship,5,3,246,5,low,M,2,0
8852,F,Ship,6,3,189,3,medium,F,3,0
2962,B,Ship,4,3,202,3,low,F,48,1
8413,D,Ship,4,4,273,2,low,M,1,1
8992,B,Ship,3,4,236,4,high,F,9,0
7704,F,Ship,5,5,269,5,low,F,6,0
10001,C,Flight,4,1,234,2,medium,F,4,0
5493,A,Flight,5,5,132,2,high,M,6,0
1823,C,Ship,6,3,176,5,low,F,7,1
6992,F,Flight,4,5,138,2,low,M,10,0
7838,F,Ship,3,5,187,4,medium,F,4,0
9867,A,Flight,4,1,220,3,medium,F,7,1
1589,C,Ship,5,4,185,4,medium,M,31,1
2579,C,Road,3,4,150,2,medium,M,64,1
9392,F,Ship,4,4,253,3,medium,F,4,0
1246,B,Flight,4,3,258,3,medium,M,58,1
669,A,Road,5,1,179,3,low,F,62,1
9937,D,Ship,4,5,251,6,low,F,1,0
8245,D,Ship,4,1,144,4,low,F,10,0
1400,F,Ship,5,2,165,2,medium,F,18,1
10661,C,Road,5,1,257,5,medium,F,8,1
6180,F,Flight,3,4,171,3,medium,F,5,1
4133,C,Ship,4,5,165,3,high,M,5,0
2106,F,Ship,4,5,237,2,medium,F,60,1
7443,A,Ship,4,1,146,8,low,M,7,0
10693,D,Flight,3,4,207,10,low,F,6,0
4244,F,Flight,4,2,151,2,medium,M,6,0
5713,D,Ship,6,5,263,7,high,M,7,1
10267,D,Road,3,4,138,5,medium,F,5,0
9179,C,Flight,4,3,267,5,medium,F,9,0
7719,A,Ship,3,3,183,5,low,F,3,0
2212,B,Ship,4,2,204,3,medium,M,14,1
8115,A,Ship,4,2,249,3,low,F,9,1
7449,A,Ship,4,5,223,5,medium,M,4,0
1620,F,Road,4,1,167,3,low,F,10,1
7953,A,Flight,6,5,276,4,low,M,9,0
10632,F,Ship,4,2,230,3,high,F,5,0
885,A,Ship,2,2,161,2,medium,F,1,1
852,F,Ship,4,5,170,2,low,F,57,1
2411,C,Ship,4,1,274,4,medium,M,57,1
517,D,Ship,3,5,274,3,medium,F,51,1
7623,A,Ship,3,5,266,2,high,F,3,0
9918,F,Ship,5,5,243,5,medium,M,2,0
5708,F,Ship,4,4,149,2,medium,F,9,0
1519,D,Flight,3,5,157,4,medium,M,26,1
1390,B,Ship,5,3,167,3,low,F,51,1
4744,B,Ship,3,1,211,3,high,F,7,0
3639,A,Ship,3,5,146,5,high,F,7,0
5361,A,Ship,3,3,223,3,medium,F,4,1
1969,D,Ship,4,4,136,2,medium,F,16,1
2066,F,Flight,3,1,265,3,medium,M,11,1
92,F,Ship,5,5,286,3,low,F,18,1
7492,B,Ship,4,2,248,6,low,M,1,1
7077,A,Ship,3,1,199,3,medium,F,8,1
10839,A,Flight,4,2,145,3,medium,M,1,0
7822,B,Flight,5,5,142,4,medium,M,8,0
5789,C,Ship,5,3,220,6,medium,F,6,1
1860,F,Ship,2,5,170,8,low,M,14,1
8984,F,Ship,5,5,198,2,high,M,3,0
8580,F,Ship,5,1,181,3,low,F,3,0
6327,A,Ship,2,5,252,3,medium,M,7,0
5884,B,Road,3,2,157,2,low,F,7,0
3201,A,Ship,4,3,296,3,low,M,4,0
10753,D,Ship,5,1,260,5,low,M,4,0
7582,B,Ship,5,4,199,4,low,F,7,0
2009,C,Ship,3,2,134,3,medium,F,54,1
10963,D,Flight,4,1,261,4,medium,F,7,1
1632,F,Road,5,5,224,8,low,F,49,1
10089,A,Ship,4,1,267,4,medium,M,2,0
7355,C,Ship,3,5,265,4,low,F,8,1
9598,B,Flight,3,5,268,3,low,M,7,0
5861,C,Ship,5,3,138,3,low,F,5,1
1580,F,Ship,3,5,137,3,high,F,28,1
2514,F,Ship,3,2,270,2,medium,F,59,1
4677,A,Ship,3,5,216,3,high,F,2,0
7853,C,Ship,3,5,150,3,high,M,6,0
8644,B,Flight,6,4,303,5,low,M,5,1
7215,A,Ship,6,1,273,4,low,M,3,1
10203,A,Ship,4,5,233,5,low,F,8,1
1326,F,Ship,4,3,286,5,low,M,37,1
458,F,Ship,3,4,145,8,low,F,15,1
4612,B,Ship,3,4,219,2,medium,M,7,1
7383,A,Road,6,3,232,5,high,M,10,1
5439,A,Ship,4,4,263,4,medium,M,7,1
2143,D,Ship,3,5,199,3,medium,F,62,1
10115,C,Road,3,2,156,2,medium,M,10,0
2449,D,Road,5,3,136,3,medium,F,13,1
1015,D,Ship,2,2,153,2,low,M,46,1
8439,A,Ship,6,5,246,5,high,F,3,1
887,C,Ship,4,2,271,3,low,F,19,1
5689,D,Ship,5,1,270,4,medium,F,7,0
9177,A,Flight,5,5,233,6,medium,F,4,1
8009,C,Ship,6,2,282,4,low,M,1,1
4085,C,Road,3,3,273,10,medium,F,10,1
7346,F,Ship,4,3,171,3,medium,F,8,0
2781,A,Ship,3,2,245,4,medium,M,60,1
915,A,Ship,3,1,255,2,medium,M,42,1
2425,D,Ship,5,3,250,2,low,F,14,1
9338,F,Ship,4,3,184,7,medium,M,5,1
3465,A,Ship,2,5,247,4,medium,M,4,1
3670,B,Ship,3,3,198,2,low,M,8,1
3123,A,Ship,4,1,237,4,medium,F,22,1
6949,D,Ship,3,4,205,5,low,F,4,0
9051,A,Flight,4,5,161,3,low,F,5,0
9624,F,Ship,6,3,304,4,low,M,3,1
7697,C,Ship,4,1,240,8,medium,M,1,0
6536,F,Ship,3,2,194,3,low,F,3,1
2310,F,Road,6,2,224,3,medium,F,26,1
7284,F,Ship,4,3,151,3,medium,F,9,0
1797,A,Flight,4,1,242,2,low,M,34,1
3232,B,Ship,2,3,140,3,low,F,2,0
9553,D,Ship,6,1,276,2,low,M,10,0
10060,B,Ship,4,5,155,3,low,F,10,1
5923,D,Ship,3,3,208,2,medium,F,5,0
1222,B,Road,4,5,265,3,medium,F,41,1
2381,C,Ship,4,1,228,3,low,F,53,1
3167,C,Flight,4,1,273,3,medium,M,5,0
1598,F,Ship,2,4,105,2,medium,M,54,1
2608,B,Flight,3,2,218,3,medium,F,52,1
6732,F,Ship,5,2,246,3,medium,F,10,0
7837,D,Ship,3,4,232,2,low,F,8,1
2069,C,Flight,5,4,178,7,medium,F,36,1
7793,C,Road,3,1,194,3,medium,F,4,1
3674,F,Road,4,1,153,2,medium,M,9,0
3036,F,Ship,5,2,184,2,medium,M,27,1
8393,C,Ship,3,5,238,2,high,M,5,0
10991,C,Ship,5,4,219,6,low,M,3,0
10766,F,Ship,5,1,274,5,low,F,2,1
10871,C,Ship,4,3,125,4,medium,M,7,1
7177,D,Ship,$7,5,282,5,low,M,8,1
1897,D,Road,2,3,170,8,low,M,61,1
2794,B,Ship,3,5,212,3,low,F,19,1
6430,B,Road,5,1,203,3,low,F,2,1
7365,A,Ship,4,1,263,2,low,F,5,1
5992,B,Ship,2,1,241,3,medium,F,5,1
8355,A,Flight,6,4,279,4,low,F,10,1
7537,D,Flight,2,5,263,4,medium,F,4,1
3000,F,Road,5,2,168,2,medium,M,20,1
4870,B,Ship,3,2,264,3,low,F,8,0
3249,A,Ship,4,3,148,3,high,F,7,1
4925,C,Road,4,4,196,5,high,F,7,0
8342,F,Road,6,4,285,4,medium,F,10,0
5767,D,Flight,6,1,249,4,medium,M,2,1
9096,F,Ship,$7,2,305,4,medium,M,7,0
10911,A,Ship,5,5,264,8,high,F,10,1
9783,A,Ship,3,4,213,3,high,M,7,1
1341,A,Ship,4,2,183,4,low,M,15,1
2617,D,Flight,4,1,258,2,low,F,56,1
4137,A,Ship,5,3,170,3,medium,M,10,0
7123,D,Flight,5,1,198,4,low,F,5,1
7385,C,Road,3,3,275,4,medium,M,2,1
2315,C,Road,6,2,134,8,high,M,42,1
5440,B,Ship,4,5,198,6,medium,F,6,0
6761,C,Ship,4,2,233,2,low,M,7,1
4153,D,Ship,5,4,160,3,high,M,10,0
5571,A,Ship,5,4,215,2,low,F,1,0
1818,F,Ship,4,1,144,4,low,F,63,1
2510,F,Ship,5,1,235,2,low,M,27,1
4302,F,Ship,3,2,204,2,high,F,2,0
10543,D,Road,3,4,158,2,low,M,8,0
1966,B,Ship,3,4,226,3,medium,F,26,1
769,D,Ship,4,3,141,3,low,F,2,1
560,F,Flight,5,2,271,3,medium,M,32,1
10052,F,Ship,6,1,113,2,medium,F,7,1
10636,B,Ship,4,2,205,2,medium,M,10,1
7019,C,Ship,6,1,206,6,medium,F,8,1
3734,F,Ship,5,5,228,5,low,F,6,0
7182,F,Ship,6,5,255,4,low,M,3,1
5189,C,Road,3,1,221,3,high,M,3,1
8737,D,Ship,4,4,229,2,low,F,9,1
3265,D,Road,4,5,216,2,low,M,2,0
8175,A,Ship,5,5,198,2,medium,M,9,0
4784,F,Road,3,1,221,2,low,F,7,0
7771,D,Ship,4,1,187,2,low,M,5,0
8191,D,Ship,3,3,231,3,medium,F,9,1
6077,C,Ship,3,4,188,4,low,F,6,0
4355,C,Ship,5,3,198,4,medium,M,2,0
2967,A,Ship,4,1,222,4,medium,F,42,1
8447,C,Ship,3,1,209,2,low,F,2,0
7627,D,Ship,3,3,223,3,low,M,10,1
9489,A,Ship,3,3,203,3,medium,F,4,0
5424,F,Ship,5,3,134,2,low,M,10,1
2985,A,Ship,3,3,273,6,low,M,6,1
2453,C,Road,4,3,135,2,high,M,24,1
1597,D,Ship,5,2,261,3,low,M,62,1
8680,B,Ship,4,5,196,2,medium,F,3,0
7678,B,Flight,6,3,269,4,medium,F,3,0
488,F,Ship,4,1,139,3,low,F,56,1
8505,A,Flight,4,2,148,2,medium,M,3,0
10793,C,Ship,6,1,260,3,low,F,4,1
6637,D,Ship,4,1,155,5,low,F,1,0
929,C,Ship,3,2,180,4,medium,M,55,1
3767,C,Ship,5,2,156,4,low,M,8,0
3322,B,Ship,4,3,178,6,low,M,6,0
8780,F,Flight,4,2,257,2,high,M,3,1
6668,F,Ship,3,3,152,2,medium,M,3,1
6525,A,Ship,3,1,261,8,medium,F,9,1
9897,A,Ship,4,5,220,3,medium,F,1,1
1660,B,Flight,4,1,104,7,medium,F,52,1
6458,F,Ship,2,3,266,2,low,M,1,0
6699,A,Road,4,5,139,2,medium,F,1,0
4850,F,Ship,4,5,261,2,low,M,3,0
1759,D,Road,3,2,267,5,low,F,48,1
4092,F,Road,4,2,277,5,medium,F,8,0
4754,F,Ship,6,2,247,4,low,M,10,0
6154,B,Road,5,4,269,2,medium,F,2,0
5642,F,Ship,4,1,209,4,medium,F,1,0
143,C,Flight,5,5,162,3,low,M,41,1
9244,B,Ship,4,5,136,2,medium,M,4,1
1463,C,Ship,5,1,248,3,low,M,37,1
7337,C,Ship,3,3,268,2,high,F,5,0
6596,F,Ship,6,4,260,4,medium,F,10,0
8441,C,Ship,3,3,142,6,medium,F,2,1
169,D,Ship,4,2,250,3,low,F,53,1
951,A,Road,5,2,261,8,medium,F,1,1
10565,C,Flight,3,2,207,2,medium,F,10,1
4889,C,Ship,6,5,206,6,low,M,2,1
1074,F,Road,3,1,148,2,medium,M,34,1
6363,A,Ship,4,1,143,2,medium,F,5,0
6605,C,Ship,6,3,295,4,low,F,10,0
2586,F,Road,4,5,246,2,medium,M,31,1
2655,A,Ship,2,5,150,3,low,F,16,1
940,B,Road,4,1,147,3,low,F,15,1
8459,C,Ship,4,3,207,3,low,F,7,1
7118,F,Road,6,5,247,6,medium,M,3,0
5625,A,Flight,5,3,143,2,medium,M,5,1
2597,C,Road,3,5,189,3,low,F,61,1
7730,F,Ship,$7,4,291,4,medium,M,1,1
1081,D,Road,3,1,224,3,low,F,45,1
7930,B,Road,4,4,97,6,low,M,4,0
6149,C,Road,4,5,242,2,medium,F,5,0
2014,B,Ship,5,3,174,5,medium,M,47,1
2899,D,Ship,4,2,180,3,low,M,22,1
4724,F,Ship,4,3,140,3,low,M,1,0
105,A,Ship,3,3,218,3,low,M,3,1
3828,F,Road,3,3,182,4,low,M,10,1
1503,A,Flight,3,4,135,3,low,M,11,1
979,D,Ship,3,3,267,2,low,F,52,1
10114,B,Road,6,5,282,4,low,M,10,0
5165,C,Ship,4,2,166,3,medium,F,8,0
1024,B,Ship,5,1,246,3,medium,F,44,1
6584,F,Flight,5,2,244,6,low,F,7,0
5389,D,Ship,3,3,211,4,low,M,7,0
10743,A,Ship,5,3,219,6,low,F,9,0
1037,C,Ship,4,3,261,2,high,M,47,1
5791,D,Ship,$7,4,285,4,medium,F,2,1
8401,D,Ship,5,1,150,4,low,F,1,0
4991,C,Ship,2,3,198,2,medium,F,6,0
254,F,Road,2,5,160,3,low,F,19,1
4853,C,Ship,4,4,254,4,low,F,10,0
5284,B,Ship,6,4,292,4,medium,F,7,1
10993,D,Ship,5,1,236,5,medium,M,3,0
5384,F,Ship,3,5,147,3,low,F,4,0
5618,F,Flight,5,4,281,3,low,F,10,0
6652,B,Ship,4,3,123,4,medium,M,6,0
5648,F,Ship,6,5,273,5,medium,M,10,1
8100,F,Flight,5,1,282,5,low,M,6,1
1428,F,Ship,4,5,158,4,low,F,4,1
8962,B,Ship,6,4,257,6,low,F,7,0
2168,F,Road,3,2,151,2,low,M,26,1
8921,C,Flight,6,2,271,4,medium,M,3,0
5393,C,Ship,2,3,257,2,low,F,1,1
9655,D,Ship,6,3,304,4,low,M,5,1
952,B,Road,5,4,188,7,medium,F,48,1
10213,D,Ship,5,5,237,5,medium,F,9,0
4908,F,Road,3,4,200,2,medium,F,6,1
5953,D,Ship,3,2,204,10,medium,F,10,0
9437,C,Road,6,2,235,5,low,F,5,1
2653,D,Ship,3,3,158,3,low,F,20,1
3782,F,Ship,4,1,197,3,low,F,6,0
252,F,Road,2,2,145,3,medium,F,5,1
7691,C,Ship,4,4,140,8,medium,F,2,0
10275,A,Flight,5,5,213,3,medium,M,5,0
8063,C,Road,4,3,201,4,medium,F,3,0
3455,C,Ship,4,4,149,3,low,F,8,1
10476,F,Ship,5,1,258,5,high,F,9,1
7944,F,Flight,4,5,173,4,low,M,7,1
10887,A,Ship,4,2,226,2,low,F,2,0
3093,A,Ship,3,1,238,6,medium,F,59,1
7894,B,Ship,4,2,263,3,low,F,7,1
9043,D,Flight,3,5,238,2,low,F,8,0
5567,C,Ship,3,2,189,6,low,M,7,0
10977,A,Flight,3,2,278,4,medium,M,9,0
5186,F,Road,5,4,172,3,low,F,3,1
8562,F,Ship,5,1,271,5,low,F,5,1
1576,B,Ship,4,4,153,3,low,M,13,1
1416,F,Ship,3,3,238,4,medium,M,57,1
466,B,Ship,3,2,294,4,low,F,15,1
2090,F,Ship,3,1,265,3,medium,F,61,1
1843,D,Ship,3,5,143,2,low,M,17,1
9838,B,Road,5,5,268,4,low,F,9,0
4193,C,Ship,4,1,111,4,medium,M,10,0
8199,A,Road,4,2,148,2,low,M,5,0
10014,F,Flight,4,1,266,3,low,M,10,0
10955,C,Road,4,1,261,3,low,F,8,1
1466,F,Ship,4,3,232,3,low,M,11,1
1299,A,Ship,3,5,171,3,low,F,49,1
8139,A,Ship,3,4,263,3,medium,F,2,1
2447,C,Road,3,5,165,2,high,F,37,1
8263,D,Ship,4,1,226,5,medium,F,2,0
330,F,Ship,4,5,243,4,medium,F,41,1
8853,A,Ship,3,1,242,8,medium,M,4,0
6785,C,Ship,3,1,220,3,medium,F,6,0
2413,D,Ship,3,2,254,2,medium,F,2,1
6958,B,Ship,5,2,246,3,low,M,2,1
5454,F,Road,4,1,196,5,low,M,7,0
4295,C,Ship,3,4,253,3,high,F,8,0
3499,D,Ship,3,1,152,2,medium,F,2,0
8718,F,Ship,5,1,193,6,medium,F,4,0
10654,B,Ship,2,2,157,3,medium,F,9,1
4838,F,Ship,3,3,189,2,low,F,9,0
7460,F,Ship,5,5,225,5,low,F,9,1
9415,D,Ship,$7,1,301,4,low,M,10,0
3013,D,Flight,5,5,147,2,medium,M,19,1
4510,B,Road,6,5,154,2,high,M,7,1
4445,C,Ship,2,2,150,2,medium,F,9,1
7483,D,Ship,4,2,263,5,low,F,5,0
903,A,Ship,3,3,250,3,low,F,33,1
451,D,Ship,4,4,244,3,medium,F,55,1
2171,C,Road,3,4,256,2,medium,M,55,1
9647,C,Ship,3,5,198,4,low,F,10,0
5150,F,Ship,3,1,217,4,medium,F,1,1
9540,F,Ship,5,4,275,2,medium,M,7,0
2158,B,Ship,3,5,208,3,low,F,41,1
10503,A,Ship,3,1,248,3,medium,M,7,0
1512,F,Flight,4,4,207,3,low,M,20,1
5106,F,Ship,4,3,149,6,medium,M,5,1
1683,A,Ship,4,3,101,6,low,M,37,1
2713,D,Ship,3,3,237,5,low,M,48,1
5857,D,Ship,3,4,203,2,low,M,9,0
3857,C,Ship,3,2,183,3,medium,M,9,0
6499,D,Ship,6,1,298,4,low,F,1,1
6842,F,Road,3,4,207,2,low,M,6,1
4166,F,Ship,4,3,222,3,low,F,8,0
3637,D,Ship,5,3,249,3,medium,M,10,1
3527,C,Ship,3,1,223,4,low,M,1,0
8178,F,Ship,5,2,139,3,low,M,9,0
10435,D,Ship,3,5,286,6,high,M,8,0
2987,C,Ship,5,1,236,3,medium,F,10,1
9467,C,Flight,4,1,174,4,low,M,3,0
6599,C,Ship,4,3,264,5,medium,M,3,0
3542,F,Road,3,2,150,2,low,F,3,0
10945,D,Road,5,4,236,5,medium,F,4,0
6085,D,Ship,2,1,192,3,low,F,9,0
10018,B,Flight,5,4,235,3,medium,F,8,0
1135,D,Ship,4,1,177,4,low,F,13,1
3671,C,Ship,4,2,168,2,medium,M,1,0
4661,C,Flight,4,4,239,2,medium,M,4,1
10004,F,Flight,3,5,125,2,low,F,2,1
5137,D,Ship,4,1,273,4,low,M,1,0
1647,A,Flight,5,4,111,5,medium,F,42,1
3583,D,Ship,3,4,182,3,medium,F,2,1
10997,C,Ship,5,4,242,5,low,F,4,0
9264,F,Ship,3,5,148,2,medium,F,9,1
3423,A,Flight,3,4,255,4,low,M,10,0
1800,F,Ship,3,5,231,2,medium,M,49,1
7550,F,Flight,3,2,150,3,high,M,2,0
8113,D,Ship,3,4,240,3,high,F,6,0
1411,D,Ship,3,4,110,3,low,F,55,1
10586,F,Ship,4,4,160,5,low,M,6,0
6944,F,Ship,3,3,253,2,low,M,5,1
4383,A,Flight,2,2,204,4,high,M,5,0
3091,D,Ship,3,2,145,2,low,F,44,1
7289,C,Ship,4,3,217,3,medium,F,7,1
945,A,Road,4,5,274,10,medium,F,5,1
3472,B,Ship,3,4,259,2,medium,F,3,1
7886,F,Ship,4,1,139,3,low,F,7,0
3654,F,Ship,5,3,267,3,low,M,9,1
2356,B,Ship,4,3,228,4,low,M,61,1
1682,F,Ship,2,1,121,3,medium,M,25,1
5808,F,Ship,4,1,171,2,medium,M,1,0
10122,F,Road,3,3,274,4,medium,F,7,0
3453,A,Ship,5,1,123,2,low,F,9,0
3158,F,Flight,4,2,246,3,low,F,7,0
5790,F,Ship,4,4,217,5,medium,F,4,0
2482,B,Flight,3,3,142,3,medium,M,23,1
5750,F,Flight,4,1,179,3,high,M,5,0
4115,C,Flight,2,1,156,3,medium,M,3,0
8289,A,Ship,5,4,145,3,low,M,2,1
4136,F,Ship,3,2,156,3,medium,M,2,0
4941,A,Flight,3,5,251,3,high,F,4,1
3197,C,Ship,5,2,206,4,low,M,5,0
8254,B,Ship,3,2,274,2,high,M,2,0
6440,F,Flight,4,1,173,3,low,F,4,0
6170,F,Flight,3,4,172,2,medium,F,5,0
2793,A,Ship,4,4,171,3,medium,F,11,1
